ortho	freq
fervent	1.85
fervid	0.09
fervour	2.81
fesbent	0.0
fesh	0.01
feshed	0.0
feso	0.0
fesod	0.0
fesons	0.0
fessier	0.0
fessiers	0.0
festal	0.06
festeets	0.0
fester	0.3
festered	0.18
festers	0.05
festied	0.0
festies	0.0
festings	0.0
festive	4.02
festoon	0.22
festooned	0.98
festoons	0.2
festy	0.0
fesuons	0.0
fêt	0.0
fetch	12.19
fetched	4.78
fetches	0.48
fetching	2.2
fete	1.17
fèted	0.0
fetes	0.32
fethole	0.0
fetid	0.58
fetish	0.91
fetlards	0.0
fetlock	0.06
fetlocks	0.12
fêtted	0.0
fetter	0.46
fêtter	0.0
fettered	0.43
fêttered	0.0
fetters	0.42
fettle	0.31
feud	1.61
feudal	6.08
feuded	0.04
feuding	0.63
feuds	1.16
feve	0.0
fever	10.8
fevered	0.71
fevers	0.7
feving	0.0
few	191.61
fewd	0.0
fewed	0.0
fewer	31.01
fewest	0.4
fex	0.0
fexcid	0.0
fey	0.5
feys	0.0
fez	0.39
fiat	3.44
fiats	0.17
fib	0.29
fibbed	0.01
fibber	0.06
fibbers	0.03
fibbing	0.06
fibble	0.0
fibre	15.34
fibres	7.92
fibrous	1.2
fibs	0.19
fibwin	0.0
ficbm	0.0
ficed	0.0
fichown	0.0
fichu	0.04
ficked	0.0
ficker	0.0
ficking	0.0
fickle	1.28
ficks	0.0
fiction	19.65
fictions	1.31
fidands	0.0
fiddle	3.55
fiddled	1.46
fiddles	0.51
fiddling	2.65
fideest	0.0
fideies	0.0
fideish	0.0
fideworns	0.0
fidey	0.0
fidge	0.0
fidget	0.38
fidgets	0.09
fie	0.17
fiel	0.0
field	152.98
fielded	1.32
fielder	0.59
fielders	0.37
fielding	4.64
fieldless	0.0
fieldmice	0.04
fieldmouse	0.03
fields	58.29
fieldsman	0.08
fieldsmen	0.14
fieldsmess	0.0
fieldwork	3.15
fieldy	0.0
fieled	0.0
fien	0.0
fiend	1.01
fiendish	0.52
fiends	0.34
fierce	15.88
fiercely	8.83
fierceness	0.41
fiercer	0.63
fiercest	0.69
fies	0.0
fiess	0.0
fiewing	0.0
fife	4.13
fifel	0.0
fifeless	0.0
fifes	0.02
fiff	0.0
fiffer	0.0
fiffers	0.0
fiffing	0.0
fiffs	0.0
fifos	0.0
fifote	0.0
fifteen	53.59
fifteenth	7.29
fifteenths	0.25
fiften	0.0
fifth	35.81
fifthless	0.0
fifthly	0.38
fifths	0.71
fiftier	0.0
fifties	9.78
fiftieth	1.2
fifting	0.0
fifts	0.0
fifty	85.82
fig	16.46
figet	0.0
figets	0.0
figged	0.0
figgits	0.0
fighs	0.0
fight	69.05
fighter	9.76
fighters	7.42
fighting	56.88
fights	6.91
figile	0.0
figing	0.0
figings	0.0
figment	0.64
figments	0.2
fign	0.0
figric	0.0
figrics	0.0
figs	3.02
figure	176.13
figured	4.34
figures	114.33
fiji	3.08
fik	0.0
fiker	0.0
fikes	0.0
filbert	0.46
filch	0.07
filched	0.23
filching	0.04
filds	0.0
file	60.14
filed	8.78
filemess	0.0
files	29.93
filet	0.07
filial	0.57
filing	6.54
filings	0.35
filk	0.0
filkly	0.0
filks	0.0
fill	40.32
filled	53.4
fillered	0.0
fillet	1.24
fillets	1.05
fillies	0.44
filling	19.78
fillings	1.45
fillip	0.69
fillow	0.0
fills	4.88
filly	1.63
film	102.28
filmed	4.45
filming	6.35
films	34.99
filmstrip	0.09
filmstrips	0.04
filmy	0.3
filn	0.0
filns	0.0
filst	0.0
filt	0.0
filter	16.46
filtered	3.89
filters	6.38
filth	2.82
filthful	0.0
filthier	0.07
filthy	6.92
filtrate	0.09
fily	0.0
fimble	0.0
fimbler	0.0
fimbles	0.0
fimblest	0.0
fimmia	0.0
fimming	0.0
fimned	0.0
fimp	0.0
fimped	0.0
fimps	0.0
fimpsed	0.0
fims	0.01
fimter	0.0
fimtered	0.0
fimters	0.0
fin	3.1
final	156.48
finals	8.48
finance	75.09
financed	9.32
fincers	0.0
finch	2.97
finches	0.57
finchness	0.0
fincing	0.0
find	423.02
finded	0.05
finder	0.71
finders	0.18
finding	66.29
findings	32.93
findion	0.0
findioned	0.0
findions	0.0
findle	0.0
findly	0.0
finds	31.72
findway	0.0
findways	0.0
fine	132.31
fined	10.84
fineer	0.0
finehouse	0.0
finely	7.0
fineness	0.46
finer	5.39
fines	7.14
finesse	1.5
finest	17.63
finewell	0.0
finewells	0.0
fineyards	0.0
finger	32.31
fingered	1.58
fingers	58.05
fingo	0.0
fining	0.37
finioned	0.0
finis	0.1
finish	45.11
finished	86.82
finite	6.32
fink	0.83
finks	0.05
finn	5.92
finnan	0.93
finnish	2.77
finns	0.49
finone	0.0
fins	3.14
fint	0.0
finths	0.0
fintom	0.0
fints	0.0
finxes	0.0
fio	0.0
fiord	0.21
fiords	0.13
fipe	0.0
fiper	0.0
fipes	0.0
fipette	0.0
fipped	0.0
fipper	0.0
fipping	0.0
fiques	0.0
fir	2.51
firch	0.0
firched	0.0
firchest	0.0
firching	0.0
firchly	0.0
fird	0.0
fire	141.04
fired	20.12
fireer	0.0
fireings	0.0
fireman	2.55
firemen	5.66
fireness	0.0
fires	13.38
fireure	0.0
fireures	0.0
fireworks	3.6
firing	10.09
firk	0.0
firked	0.0
firkin	0.2
firled	0.0
firm	122.59
firmed	0.93
firmer	2.41
firmest	0.21
firming	0.26
firmly	40.05
firmness	1.56
firms	75.27
firs	0.43
first	1187.0
firstborn	0.42
firster	0.0
firstfreens	0.0
firstfruits	0.13
firsthand	0.24
firstly	17.21
firsts	0.81
firt	0.0
firth	3.51
firthrorn	0.0
firths	0.09
fiscal	13.26
fise	0.0
fish	108.94
fishbone	0.16
fishbones	0.03
fishcakes	0.06
fished	3.47
fisher	8.23
fishers	0.34
fishes	1.93
fishful	0.0
fishhafe	0.0
fishhands	0.0
fishing	33.9
fishland	0.0
fishmess	0.0
fishpaste	0.05
fishstead	0.0
fishwife	0.11
fishwives	0.05
fishy	1.16
fising	0.0
fisking	0.0
fisle	0.0
fisles	0.0
fislight	0.0
fislights	0.0
fisms	0.0
fisped	0.0
fisps	0.0
fissain	0.0
fissards	0.0
fissile	0.18
fission	0.91
fissoke	0.0
fissure	0.91
fissures	1.05
fist	9.83
fisthand	0.0
fisther	0.0
fisthest	0.0
fists	6.37
fit	82.29
fitchly	0.0
fitel	0.0
fitels	0.0
fitful	0.74
fithed	0.0
fithess	0.0
fithest	0.0
fithing	0.0
fitly	0.08
fitment	0.21
fitments	0.32
fitness	15.57
fits	12.34
fitted	36.13
fitter	3.36
fitters	0.8
fittest	1.34
fitting	17.7
fittings	7.84
fiun	0.0
fiv	0.02
five	407.39
fived	0.0
fivefold	0.58
fivepence	0.13
fiver	5.02
fivers	0.4
fives	1.99
fix	14.61
fixate	0.07
fixed	64.18
fixes	1.56
fixing	6.89
fixth	0.0
fixths	0.0
fixture	4.35
fixtures	4.52
fiy	0.0
fiz	0.0
fized	0.0
fizz	1.26
fizzed	0.24
fizzes	0.11
fizzing	0.38
fizzle	0.24
fizzled	0.47
fizzles	0.06
fizzy	1.12
fjo	0.0
flabby	1.0
flabled	0.0
flabplaff	0.0
flabplaffs	0.0
flabstocks	0.0
flaccid	0.45
flaced	0.0
flacked	0.0
flackets	0.0
flade	0.0
fladed	0.0
flading	0.0
flads	0.0
flafing	0.0
flag	15.33
flage	0.0
flaged	0.0
flagel	0.0
flagels	0.0
flagged	1.4
flagging	1.5
flaging	0.0
flaglet	0.0
flagon	0.24
flagons	0.18
flagpole	0.32
flagpoles	0.07
flagrant	1.02
flags	5.35
flagship	2.56
flagships	0.07
flagstaff	0.13
flagstaffs	0.03
flagstone	0.29
flagstones	0.76
flail	0.45
flailed	0.4
flailing	1.39
flails	0.18
flain	0.0
flained	0.0
flair	3.66
flairless	0.0
flairs	0.01
flairy	0.0
flait	0.0
flak	1.92
flake	2.74
flaked	0.71
flakes	2.15
flaking	0.89
flaky	0.45
flale	0.0
flales	0.0
flalid	0.0
flalin	0.0
flalings	0.0
flalled	0.0
flambeau	0.07
flambeaux	0.05
flame	10.53
flamed	0.7
flames	12.53
flaming	2.73
flammed	0.0
flamp	0.0
flamped	0.0
flamper	0.0
flamps	0.0
flan	0.51
flanch	0.0
flanched	0.0
fland	0.0
flandles	0.0
flange	0.3
flanges	0.23
flaning	0.0
flank	4.23
flanked	4.23
flanking	1.83
flanks	3.09
flannel	2.1
flannels	0.54
flannens	0.0
flanning	0.0
flans	0.1
flant	0.0
flanting	0.0
flap	4.37
flaped	0.0
flaplens	0.0
flapped	1.55
flapper	0.2
flappers	0.08
flapping	3.0
flaps	2.24
flar	0.0
flare	3.09
flared	5.29
flares	2.27
flariel	0.0
flaring	1.13
flark	0.0
flarns	0.0
flaro	0.0
flars	0.0
flarting	0.0
flas	0.0
flash	14.0
flashback	0.73
flashbacks	0.36
flashbulb	0.21
flashbulbs	0.09
flashcants	0.0
flashdumns	0.0
flashdurl	0.0
flashed	8.2
flasher	0.29
flashers	0.11
flashes	3.24
flashgun	0.06
flashguns	0.04
flashier	0.06
flashing	7.73
flashlight	0.73
flashlights	0.16
flashly	0.0
flashpock	0.0
flashpoint	0.4
flashpoints	0.23
flashraints	0.0
flashy	1.33
flask	3.07
flasks	0.74
flasps	0.0
flasting	0.0
flat	85.85
flatcoat	0.0
flatdens	0.0
flate	0.0
flates	0.0
flatfish	0.2
flatfoot	0.05
flath	0.0
flathe	0.0
flatlet	0.05
flatlets	0.09
flatly	3.81
flatness	0.53
flats	18.84
flatten	1.52
flattened	5.22
flattens	0.27
flatter	2.62
flattered	3.11
flatters	0.27
flattest	0.07
flattet	0.0
flauding	0.0
flaukies	0.0
flauky	0.0
flaunt	0.74
flaunted	0.38
flaunting	0.7
flaunts	0.14
flautist	0.29
flautists	0.04
flauves	0.0
flauzy	0.0
flavans	0.0
flaved	0.0
flaves	0.0
flavour	14.94
flavoured	2.5
flavours	2.84
flaw	2.57
flawed	3.82
flawer	0.0
flawl	0.0
flawless	1.05
flawn	0.0
flaws	2.79
flax	0.99
flaxen	0.14
flay	0.29
flayed	0.53
flaying	0.08
flays	0.02
flazed	0.0
flazzle	0.0
flazzled	0.0
fle	0.02
flea	1.83
fleabag	0.02
fleak	0.0
fleant	0.0
fleany	0.0
fleapit	0.09
fleas	1.48
fleased	0.0
fleaseg	0.0
fleathed	0.0
fleathing	0.0
fleats	0.0
flecet	0.0
fleck	0.89
fleckage	0.0
flecked	0.55
flecking	0.07
flecks	0.68
fled	13.6
fledden	0.0
fleddled	0.0
fledge	0.04
fledged	1.24
fledging	0.09
fledgling	1.54
fledglings	0.26
flee	4.61
fleece	2.22
fleeced	0.13
fleeces	0.39
fleecing	0.07
fleecy	0.33
fleed	0.0
fleeden	0.0
fleedened	0.0
fleedens	0.0
fleedest	0.0
fleedly	0.0
fleeing	3.92
fleeked	0.0
fleeky	0.0
fleel	0.0
fleep	0.0
fleeps	0.0
flees	0.38
fleesit	0.0
fleet	22.47
fleeting	3.9
fleets	2.28
fleeves	0.0
flef	0.0
flell	0.0
flelt	0.0
flemish	2.25
flemper	0.0
flempers	0.0
flemping	0.0
flender	0.0
flenders	0.0
flep	0.0
flept	0.0
flesh	25.43
fleshier	0.02
fleshly	0.15
fleshpots	0.11
fleshy	1.92
flessed	0.0
flet	0.0
flevies	0.0
flew	23.46
flewed	0.0
flews	0.0
flex	2.56
flexed	1.41
flexes	0.42
flexing	1.27
flibes	0.0
flical	0.0
flicalled	0.0
flick	3.84
flicked	6.38
flicken	0.0
flicker	4.25
flickered	4.27
flickers	0.43
flickets	0.0
flicking	2.73
flickish	0.0
flickleg	0.0
flicklist	0.0
flicks	0.93
fliek	0.0
flier	0.62
fliers	0.63
flies	12.04
fliffs	0.0
flifing	0.0
fliftlones	0.0
flight	51.54
flighted	0.13
flightless	0.37
flights	12.38
flighty	0.31
flikes	0.0
flill	0.0
flills	0.0
flimsy	2.89
flin	0.0
flinch	1.46
flinched	2.2
flinches	0.13
flinching	0.66
flindes	0.0
flinding	0.0
flindy	0.0
flinels	0.0
fling	2.52
flinge	0.0
flinging	1.67
flings	0.44
flinked	0.0
flinsey	0.0
flint	5.19
flintlock	0.07
flintlocks	0.03
flints	0.52
flintstone	0.17
flinty	0.35
flip	2.29
fliper	0.0
flippant	0.82
flipped	2.71
flipper	0.27
flippers	0.33
flipping	2.3
flips	0.4
flirbier	0.0
flireish	0.0
flireished	0.0
flires	0.0
flirt	1.34
flirted	0.87
flirting	1.5
flirts	0.21
flit	0.47
flitch	0.04
flitches	0.03
flite	0.0
flithel	0.0
flithels	0.0
flither	0.0
flithes	0.0
flitish	0.0
flits	0.23
flitted	0.93
flitting	0.89
flitto	0.0
fliun	0.0
flive	0.0
flived	0.0
fliy	0.0
fliyr	0.0
fliyrs	0.0
floa	0.0
floading	0.0
floar	0.0
floared	0.0
float	9.28
floated	6.23
floater	0.16
floaters	0.31
floating	16.01
floats	2.93
flobine	0.0
flobret	0.0
flobrures	0.0
flocasts	0.0
flock	7.59
flocked	1.65
flocker	0.0
flocking	0.88
flockled	0.0
flocks	4.1
flod	0.0
flody	0.0
floe	0.05
floer	0.0
floes	0.29
flof	0.0
floffing	0.0
flofies	0.0
flog	0.75
flogged	0.78
flogging	1.38
floggings	0.19
flogs	0.03
floiling	0.0
floily	0.0
flold	0.0
flolfes	0.0
flolfing	0.0
flolled	0.0
flome	0.0
flomes	0.0
floming	0.0
flomper	0.0
flomping	0.0
flon	0.0
flonfli	0.0
flong	0.0
flongle	0.0
flongled	0.0
floning	0.0
flonish	0.0
flonner	0.0
flonning	0.0
flons	0.0
floo	0.0
floobs	0.0
flooches	0.0
flooching	0.0
flood	15.3
flooded	7.73
flooder	0.0
floodgate	0.08
floodgates	0.72
flooding	7.73
floodlight	0.4
floodlights	0.87
floodlit	1.47
floodloom	0.0
floodo	0.0
floods	4.32
flooks	0.0
flool	0.0
floon	0.0
floons	0.0
floops	0.0
floor	115.56
floorboard	0.44
floorboards	2.92
floored	0.83
floorer	0.0
flooring	2.09
floors	12.05
floot	0.0
flootides	0.0
floots	0.0
floozes	0.0
floozies	0.03
floozing	0.0
floozy	0.06
flop	2.09
flope	0.0
floped	0.0
flopped	1.99
floppier	0.03
flopping	0.55
floppy	5.1
flops	0.67
flora	13.32
floral	4.39
floras	0.25
florends	0.0
florid	1.24
florin	0.34
florins	0.22
florist	1.18
florists	0.34
florron	0.0
florry	0.01
florted	0.0
flosh	0.0
flosish	0.0
floss	0.78
flot	0.0
flotbim	0.0
floth	0.0
flothure	0.0
flots	0.0
flotsam	0.63
flouch	0.0
flough	0.0
floughaps	0.0
floughed	0.0
floulies	0.0
flouling	0.0
flounce	0.18
flounced	0.5
flounces	0.22
flouncing	0.11
flound	0.0
flounded	0.0
flounder	0.89
floundered	0.76
flounders	0.22
floundless	0.0
floundy	0.0
flour	10.47
floured	0.4
flourer	0.0
flourie	0.0
flourish	6.82
flourished	4.38
flours	0.18
floused	0.0
flout	0.62
flouted	0.88
flouting	0.67
flouts	0.16
flove	0.0
flow	52.44
flowboot	0.0
flowchart	0.34
flowcharts	0.12
flowed	5.51
flower	23.63
flowered	2.27
flowers	54.8
flowing	10.36
flowlers	0.0
flown	10.98
flowner	0.0
flowns	0.0
flows	14.76
flowshirt	0.0
flowshirts	0.0
flozen	0.0
flozers	0.0
flu	5.89
fluad	0.0
fluce	0.0
flucked	0.0
flud	0.0
fludal	0.0
fludes	0.0
fludge	0.0
fludged	0.0
flue	1.69
fluens	0.0
fluent	3.6
fluer	0.0
flues	0.6
fluestes	0.0
fluesting	0.0
fluff	1.18
fluffed	0.39
fluffing	0.19
flufflock	0.0
fluffs	0.08
fluffstone	0.0
fluffy	2.44
flufier	0.0
fluging	0.0
fluid	16.59
fluids	3.87
fluing	0.01
flukdide	0.0
flukdides	0.0
fluke	1.16
flukes	0.38
fluky	0.06
flullder	0.0
flulldered	0.0
flullders	0.0
flulling	0.0
fluly	0.0
flum	0.0
flume	0.11
flumer	0.0
flumered	0.0
flumers	0.0
flumes	0.08
flummed	0.0
flummiked	0.0
flummoxed	0.24
flumped	0.0
flumpening	0.0
flumpier	0.0
flunbees	0.0
flunch	0.0
flunched	0.0
flune	0.0
flunes	0.0
fluness	0.0
flung	10.84
flunk	0.05
flunked	0.13
flunkey	0.18
flunkeys	0.1
flunks	0.01
flunt	0.01
fluoresce	0.08
fluoresced	0.03
fluoride	1.29
fluorides	0.06
fluorine	0.22
flupes	0.0
flupping	0.0
flurf	0.0
flurlet	0.0
flurly	0.0
flurnier	0.0
flurried	0.17
flurries	0.46
flurry	2.97
flurt	0.0
fluscid	0.0
flush	6.84
flushed	9.3
flushes	0.83
flushest	0.0
flushing	2.13
flust	0.0
fluster	0.1
flustered	1.95
flusts	0.0
flut	0.0
flutain	0.0
flutches	0.0
flute	3.92
fluted	0.94
flutes	1.17
fluting	0.29
flutish	0.0
flutons	0.0
fluts	0.0
flutted	0.0
flutter	2.08
fluttered	2.54
flutters	0.26
fluttle	0.0
flutty	0.0
fluvial	0.3
flux	5.0
fluxes	0.34
fluxy	0.0
fly	38.11
flyblown	0.07
flydreals	0.0
flyer	1.85
flyet	0.0
flying	47.7
flyleaf	0.08
flyltic	0.0
flyp	0.0
flypast	1.14
flypasts	0.03
flypeling	0.0
flypelings	0.0
flypely	0.0
flypides	0.0
flyprobe	0.0
flyreed	0.0
flysheet	0.75
flysheets	0.06
flysleil	0.0
flysmeats	0.0
flystant	0.0
flyweaves	0.0
flyweight	0.67
flywheel	0.49
flywheels	0.07
foading	0.0
foaks	0.0
foal	2.5
foaled	0.06
foaling	0.23
foals	1.18
foam	6.87
foamed	0.3
foaming	1.27
foams	0.23
foamy	0.17
foaped	0.0
foar	0.0
foarded	0.0
foarder	0.0
foarding	0.0
foast	0.0
foat	0.0
foaters	0.0
foating	0.0
foatings	0.0
foats	0.0
fob	0.49
fobby	0.0
fobe	0.0
fobs	0.09
foc	0.0
focal	5.23
foci	1.32
focims	0.0
fockbrin	0.0
fockbrins	0.0
fockcaddle	0.0
fockcosks	0.0
fockcoulds	0.0
fockcrought	0.0
focked	0.0
fockers	0.0
focks	0.0
fockshound	0.0
focktache	0.0
fockteon	0.0
fockteons	0.0
fockwached	0.0
focus	59.19
focussed	2.19
fodder	2.19
fode	0.0
fodhorms	0.0
fods	0.0
foe	3.81
foed	0.0
foentish	0.0
foes	1.21
foesy	0.0
foetal	1.12
foetus	2.39
fof	0.0
foff	0.0
foffrot	0.0
foffrots	0.0
foft	0.0
fofts	0.0
fog	10.13
fogbound	0.05
fogey	0.11
fogeys	0.06
fogfold	0.0
fogged	0.25
fogging	0.12
foggis	0.0
foggle	0.0
foggled	0.0
foggles	0.0
foggy	1.47
foghorn	0.21
foghorns	0.07
fogs	0.42
fogsouse	0.0
fohl	0.0
fohnny	0.0
fohoos	0.0
foible	0.13
foibles	0.46
foice	0.0
foil	5.25
foiled	1.2
foiling	0.11
foils	0.36
foined	0.0
fointhess	0.0
foiry	0.0
foised	0.0
foiti	0.0
foke	0.0
foked	0.0
fokyans	0.0
fold	9.64
folded	12.95
folder	3.5
folders	1.28
folding	4.84
foldmess	0.0
folds	5.03
folfpays	0.0
folftame	0.0
folftarts	0.0
folk	21.27
folklans	0.0
folklore	2.98
folkmess	0.0
folks	4.41
folksy	0.22
folktale	0.05
folktales	0.07
folkways	0.07
foll	0.04
follaged	0.0
follays	0.0
follies	1.2
follow	95.53
followed	148.8
follows	100.39
folls	0.0
folly	9.87
folt	0.0
folted	0.0
folting	0.0
folts	0.0
folved	0.0
folving	0.0
fom	0.02
fomefuct	0.0
foment	0.21
fomes	0.0
fomissed	0.0
fommered	0.0
fomos	0.0
fomp	0.0
fompered	0.0
fompers	0.0
fomps	0.0
foms	0.0
fonce	0.0
fonch	0.0
fond	11.75
fondag	0.0
fondant	2.5
fonden	0.0
fonder	0.29
fondest	0.19
fondict	0.0
fondism	0.0
fondle	0.36
fondled	0.43
fondler	0.03
fondles	0.04
fondly	1.9
fondness	1.58
fondue	0.43
fondues	0.05
fone	0.03
fonecul	0.0
foned	0.0
fones	0.0
fonged	0.0
fonger	0.0
fongers	0.0
fonging	0.0
fongings	0.0
fongues	0.0
fonk	0.0
fonky	0.0
fonning	0.0
fonoo	0.0
font	3.03
fonts	4.03
fooch	0.0
food	189.92
foodcure	0.0
fooddriff	0.0
fooddrunks	0.0
fooded	0.0
fooder	0.0
fooders	0.0
fooding	0.0
foodings	0.0
foodless	0.03
foods	20.88
foodstate	0.0
foodstuff	0.25
foodstuffs	2.66
fook	0.02
fool	19.71
fooled	3.34
foolers	0.0
fooling	1.27
foolish	11.67
foolproof	0.71
fools	4.02
foolscap	0.26
foons	0.0
fooping	0.0
foored	0.0
foorer	0.0
fooring	0.0
foos	0.0
foose	0.0
fooshbap	0.0
fooshed	0.0
foost	0.0
foosts	0.0
foot	75.44
footage	2.31
football	67.03
footballs	0.32
footbath	0.02
footbeer	0.0
footboard	0.09
footboth	0.0
footbridge	1.33
footbrotte	0.0
footcape	0.0
footdake	0.0
footdour	0.0
footed	0.38
footer	0.26
footers	0.11
footfall	0.23
footfalls	0.28
footfire	0.0
footful	0.0
foothark	0.0
foothen	0.0
foother	0.0
foothers	0.0
foothexed	0.0
foothill	0.05
foothills	1.48
foothold	1.75
footholds	0.32
footier	0.0
footing	4.25
footleant	0.0
footlights	0.44
footling	0.04
footloose	0.53
footlum	0.0
footman	0.63
footmarks	0.1
footmen	0.38
footmite	0.0
footnaves	0.0
footnicks	0.0
footnote	2.01
footnotes	1.97
footnull	0.0
footpad	0.04
footpads	0.26
footpath	4.22
footpaths	2.58
footpique	0.0
footplate	0.63
footplates	0.04
footplont	0.0
footprint	1.46
footprints	2.16
footree	0.0
footrod	0.0
footrods	0.0
foots	0.2
footsalds	0.0
footsells	0.0
footsheel	0.0
footships	0.0
footsie	0.52
footsore	0.12
footspirds	0.0
footstep	0.28
footsteps	9.6
footstool	0.25
footsure	0.02
foottrem	0.0
footwear	2.39
footwork	1.19
fooven	0.0
foovens	0.0
foovies	0.0
fooving	0.0
foovy	0.0
fop	0.33
fope	0.0
fopect	0.0
foped	0.0
fopless	0.0
foply	0.0
foppen	0.0
foppened	0.0
foppens	0.0
foppil	0.0
foppils	0.0
foppish	0.16
fops	0.09
for	8517.23
forage	1.33
foraged	0.19
foray	1.25
forays	1.37
forbade	1.86
forbarn	0.0
forbear	0.25
forbears	0.23
forbeek	0.0
forbees	0.0
forbens	0.0
forbid	3.04
forbids	1.01
forbike	0.0
forbip	0.0
forbore	0.2
forbut	0.0
force	157.52
forced	81.14
forceful	3.77
forcel	0.0
forceps	1.36
forces	117.75
forcing	14.85
forcums	0.0
ford	26.16
fordale	0.0
forded	0.07
fordened	0.0
fordest	0.0
fording	0.12
fordlink	0.0
fordlinks	0.0
fordly	0.0
fordoor	0.0
fordoors	0.0
fords	0.67
fore	4.89
forearm	2.32
forearmed	0.19
forearms	1.0
forebald	0.0
forebass	0.0
forebear	0.22
forebears	1.34
forebeen	0.0
foreboon	0.0
forecast	15.38
forecastle	0.03
forecasts	8.56
foreclose	0.21
foreclosed	0.16
forecorns	0.0
forecourt	1.73
forecourts	0.15
fored	0.0
foredaut	0.0
foredeb	0.0
foredebs	0.0
foredoomed	0.07
foredoor	0.0
foredoss	0.0
forefeet	0.08
forefew	0.0
forefoot	0.27
forefront	4.96
foregale	0.0
foregaped	0.0
foreground	3.09
forehand	0.45
forehands	0.05
forehead	13.26
foreheads	0.47
foreign	162.34
forelades	0.0
foreland	0.34
forelards	0.0
foreleg	0.15
forelegs	0.4
foreleys	0.0
forelock	0.2
forelocks	0.05
foreman	5.14
foremen	0.58
foremend	0.0
foremost	6.12
forename	0.12
forenames	0.15
forenaps	0.0
forenoon	0.16
forepart	0.04
foreplay	0.42
foreplays	0.0
foreprint	0.0
forerend	0.0
forerends	0.0
forerood	0.0
foreroods	0.0
foresail	0.05
foresaw	1.34
foreseamed	0.0
foresee	2.73
foreseen	2.88
foresees	0.58
foreshone	0.0
foreshore	0.79
foresight	2.08
foreskin	0.61
foreskins	0.12
foresouse	0.0
forest	72.37
forestall	1.22
forestalled	0.7
forests	19.56
foresuit	0.0
foretack	0.0
foretaste	0.67
foretell	0.33
foretells	0.05
forethought	0.39
foretie	0.0
foretiers	0.0
foretold	0.5
foretrised	0.0
foretrots	0.0
foreturn	0.0
forewarn	0.1
forewarned	0.64
forewarns	0.03
forewave	0.0
forewind	0.0
foreword	1.57
forfa	0.0
forfeit	1.59
forfeits	0.19
forfokes	0.0
forgave	0.96
forge	4.65
forged	5.65
forger	0.36
forgers	0.13
forges	1.03
forget	61.57
forgets	1.56
forging	2.14
forgings	0.12
forgive	13.83
forgives	0.27
forgo	1.34
forgoes	0.03
forgoins	0.0
forgone	0.36
forgot	15.82
fork	8.67
forked	1.82
forkful	0.26
forkfuls	0.08
forking	0.32
forklift	0.31
forklifts	0.02
forknern	0.0
forks	1.88
forlds	0.0
forlits	0.0
forlode	0.0
forlorn	2.02
forlot	0.0
forls	0.0
form	345.09
formal	64.37
format	22.85
formats	4.62
formed	70.6
former	169.73
formic	0.11
forming	18.12
formless	0.59
forms	115.83
forned	0.0
fornel	0.0
fornips	0.0
forns	0.0
forooth	0.0
forows	0.0
forpack	0.0
forpates	0.0
forpeet	0.0
forpeets	0.0
forsad	0.0
forsake	0.68
forsakes	0.09
forsheer	0.0
forsire	0.0
forsook	0.16
forsooth	0.05
forswear	0.08
forsworn	0.11
fort	10.67
forte	3.3
fortes	0.16
forth	17.28
forthright	1.84
forthryth	0.0
forthwith	2.56
forties	5.18
fortnarked	0.0
fortnight	14.49
fortnights	0.08
fortosh	0.0
fortotes	0.0
fortress	4.98
forts	1.44
fortseenth	0.0
forttoon	0.0
fortunate	12.94
fortune	21.26
fortunes	9.78
forty	66.33
forum	17.89
forums	1.1
forvane	0.0
forveath	0.0
forvile	0.0
forward	152.05
forwards	14.96
foscing	0.0
foscy	0.0
fosel	0.0
foshdess	0.0
fosk	0.0
fosper	0.0
foss	0.42
fosses	0.05
fossil	8.96
fossils	5.28
fosspends	0.0
fost	0.0
fostened	0.0
foster	18.55
fostered	3.36
fosters	0.73
fostmight	0.0
fotchcul	0.0
fotches	0.0
fotchet	0.0
fotchets	0.0
fotching	0.0
foter	0.0
fothiym	0.0
fots	0.0
fotter	0.0
fotters	0.0
foudound	0.0
foudounds	0.0
fouds	0.0
fough	0.0
fought	29.66
foughting	0.0
foul	10.43
fouled	1.04
fouler	0.06
foulest	0.1
fouling	0.87
foully	0.17
foulness	0.36
fouls	0.31
foultarks	0.0
foultays	0.0
foults	0.0
found	489.23
founded	27.23
founder	12.96
foundered	1.38
founders	3.59
founding	6.93
foundling	0.64
foundlings	0.09
foundlowed	0.0
foundress	0.04
foundries	0.53
foundry	1.84
founds	0.25
fount	0.57
fountain	6.82
fountains	2.44
fountdight	0.0
founts	0.09
fouped	0.0
foups	0.0
four	461.25
fourbokes	0.0
fourbops	0.0
foureaks	0.0
foureyes	0.03
fourfold	0.67
fourgliere	0.0
fourmows	0.0
fourn	0.0
fourpence	0.6
fours	4.17
foursome	0.72
foursomes	0.84
foursquare	0.13
fourteen	27.15
fourteenth	6.36
fourth	60.94
fourthly	1.4
fourths	0.51
foused	0.0
foutes	0.0
fov	0.0
fove	0.0
foved	0.0
fovim	0.0
foving	0.0
fovoc	0.0
fowed	0.0
fowl	1.41
fowled	0.0
fowler	4.12
fowlers	0.16
fowling	0.08
fowls	0.35
fown	0.0
fowns	0.0
fownshies	0.0
fownshy	0.0
fows	0.0
fox	23.28
foxcule	0.0
foxcules	0.0
foxed	0.26
foxes	4.13
foxglaked	0.0
foxglove	0.28
