allbigrams,bigrams,categ,item,letters,openbigrams,quadrigrams,trigrams
-2.9904872398806437,-2.8915379103731533,HFB,heebux,-1.5528694502081162,-3.3922323605664206,,-5.052249089367303
-2.8886372599563632,-2.9150843874770116,HFB,ymorng,-1.6372143822317096,-2.9525851509793024,-5.867222193850942,-4.782716882393591
-2.9228596957214146,-2.6720541061080727,HFB,zaciou,-1.41583488992341,-3.1928779301501446,-5.978684013394703,-5.134185736200015
-3.0568761206243424,-2.9968825291688104,HFB,jombtt,-1.5240595470119025,-2.943010105209635,,-5.283564957911336
-3.1179768004372486,-3.675903798543529,HFB,pllvye,-1.5249833450566976,-3.1778233186821714,,
-2.7605852929798496,-3.0365546684353526,HFB,foarux,-1.513950050761937,-2.9582439702191072,,-5.447413714901536
-2.9232702608172096,-3.5565776466333703,HFB,cneski,-1.532675569360971,-2.7579009770186933,-5.990477884684239,-4.882183466125026
-3.090566704482181,-3.630505774704518,HFB,ufoorx,-1.5381798209918562,-2.903074885236492,,-5.350549244807178
-3.1692342588773257,-3.1961890244788007,HFB,cyagns,-1.5882268568193798,-3.0270774272014433,,-4.717061812522198
-3.0074539884483773,-3.2553481241365994,HFB,pprhif,-1.57918695483266,-3.3739465110496782,,-4.884631610676074
-2.9821611103616483,-3.324375079741709,HFB,bevaox,-1.5331533566350213,-3.2212725800533892,,-5.322961085368615
-3.062415952774237,-3.11379383541896,HFB,rngury,-1.577410519460111,-3.170241391358614,-5.919790874004097,-4.779346188050789
-2.8068028596223047,-2.96003221613874,HFB,bfaiom,-1.5035227061001335,-2.6836055485143033,,-4.7254666099601055
-3.0513536167071527,-3.3010818730897595,HFB,lcurcy,-1.551176807089331,-3.0580542050315263,-5.88879752188561,-4.7082060548520355
-2.57185077511681,-3.078229408840483,HFB,hmestz,-1.4996889565957792,-2.577381494423073,-5.402198441230392,-3.8396709097377317
-3.2003094652467943,-3.4359456658358694,HFB,woviai,-1.787163933549363,-3.3820052023544878,-5.694588262465982,-4.709321984684485
-2.977895721852516,-2.9845480167452596,HFB,msugez,-1.509326318636136,-2.968355699441991,-5.4740957222208815,-4.560029433374621
-3.3689491248811505,-3.2042684483284574,HFB,holynt,-1.5898957426128806,-3.688484261067659,-5.9844608776168995,-5.072372376724442
-2.8613556620498946,-2.9684753199825975,HFB,bberux,-1.6170018292270758,-2.9385675038933345,,-5.006747051596237
-3.361313281842523,-3.351945374609722,HFB,alygno,-1.5801495494259876,-3.479398380350784,,-4.784993521572176
-3.001245887394442,-3.0135120569802805,HFB,juchme,-1.5210968432572438,-3.269651521064561,-5.871036505712318,-4.930958445300713
-3.0393990109545275,-2.996358016393373,HFB,fifany,-1.6546752364479413,-3.686062433438621,-5.985446504688124,-5.013588396580431
-2.892012235549287,-2.912244388578243,HFB,ohuvoc,-1.4857522914052168,-3.0076883047421696,,-4.903248655515511
-3.204585485125976,-3.0988693926356827,HFB,yplgas,-1.6130788847465853,-3.5610965256809672,,-5.324303057585869
-2.895693206251462,-3.2463828383365927,HFB,chboru,-1.550217208770022,-3.5392755741004374,,-5.235161876408356
-2.914971520544605,-3.2375199880502947,HFB,dfimex,-1.5607693850903104,-3.0342091091889865,-5.851055775150724,-4.856612626775016
-3.039140167585419,-3.5858639461631485,HFB,pycoas,-1.4933213973366974,-2.9388221290840213,-5.97222337446501,-5.438538576784454
-2.9415581696164623,-3.1040989423568623,HFB,fxitou,-1.518210259636092,-3.077333413427702,-5.854616947824091,-4.532957595001011
-2.925478281866967,-3.433335213209941,HFB,jaambl,-1.5113751697772717,-3.3928270003190875,-5.963467050460313,-4.714667863556411
-2.9510382763562353,-2.9900535197870597,HFB,grtsuy,-1.5539680306446992,-2.821127960540693,,-5.206709856397795
-3.261610769740945,-3.8319133311583338,HFB,cviqle,-1.4151148001746412,-2.862469212383129,,-5.869918931542829
-3.017162865828553,-3.1772068901090003,HFB,pomsuz,-1.4803070743550133,-2.9468800394694226,,-5.20013591614488
-2.821286799046398,-3.359386098776983,HFB,ybeict,-1.5366832352254398,-2.815878318203658,,-4.949897566717724
-3.1889079536198874,-3.220736902273857,HFB,prggul,-1.5835057215027637,-3.366690871850438,,-5.673736282933165
-3.0055673319430083,-2.8134798109408625,HFB,bemomy,-1.6142047798841734,-3.429142829607569,-5.92404436275051,-4.695731978539344
-2.6811320801427874,-2.8335907633741138,HFB,fisttz,-1.4794331718846891,-3.0416772026303724,-5.530137136306654,-4.806305829462536
-2.7450849288974815,-2.8201852114740764,HFB,juorog,-1.495743915474647,-3.565358742807068,-5.950473225636217,-5.028329253251951
-2.9587359432297387,-3.0109386892576864,HFB,elfaiz,-1.4417085494777897,-3.31669275613875,-5.758619833369186,-4.765796131455675
-3.1148690083332675,-3.317462129838984,HFB,ppoyms,-1.5696910382206262,-3.166748147644401,,-5.358907602883624
-3.00809176290492,-3.2323866075238867,HFB,egiruz,-1.4662661273195317,-2.595493137272894,-5.922326486416786,-4.648798434234474
-3.095236471206099,-3.1786291279876613,HFB,mopypa,-1.5705019967827554,-4.210657227997401,,-5.851700888314349
-2.899448931371194,-2.809534343291061,HFB,ncehux,-1.527447179820464,-3.6269392444973283,,-5.168351595701189
-3.0123031821482877,-2.949459914205524,HFB,yavaom,-1.5206334184848378,-3.609511385167999,,-5.157613801954068
-2.9110034531293643,-2.549565494728166,HFB,fiequx,-1.59730100170854,-3.6469053240127045,,-4.773944348455298
-2.924563133798278,-3.09588672069953,HFB,ntoplz,-1.4563535192778536,-3.1914720663076355,-5.9043108568142015,-4.802866413398109
-3.166636191113218,-3.3330415694176536,HFB,baxuex,-1.6527373032345138,-4.292100871311397,,-5.610883545934415
-3.0628199037872657,-3.5392328286946486,HFB,iiondk,-1.6196374847771366,-3.2355375898794767,,-4.351763244335647
-3.119973498636393,-3.1649482582670934,HFB,yurgrt,-1.57613145029307,-3.379184580976111,,-5.318415422715207
-3.014372168000259,-3.076254840323899,HFB,ciposk,-1.6649563776678544,-2.9854314856667177,-5.702737300720894,-4.4764611192481265
-3.1521829040726934,-2.9238685060634744,HFB,alquaz,-1.5153282439547393,-3.176175216400262,-5.923996749767827,-4.440778821941336
-2.8854329791427187,-2.8580847183673534,HFB,ktirom,-1.6304649995705776,-3.3427580338268332,-5.490670463889379,-4.084818321246281
-3.2778083301322645,-3.4162086876474342,HFB,haznss,-1.4739279323098373,-3.1879326087918214,,-5.957555282192478
-2.976714279299417,-3.058489572217403,HFB,vfioux,-1.60136611996775,-2.887193538292689,-5.95286266099296,-5.215787682749705
-3.259894976293297,-2.9508795471540514,HFB,blypet,-1.5662540064996915,-3.574468915119072,-5.968657040414436,-4.5115759134958715
-3.0955183151634804,-3.194817971553257,HFB,nohiox,-1.5439748635864354,-3.9229047173966984,,-5.61243794705509
-2.952523639837249,-3.3334126509060953,HFB,pyagte,-1.537737304278908,-2.7756135277451977,,-4.945807866939149
-3.0213478138892116,-2.93008980031291,HFB,nchnqu,-1.5391488593548879,-2.9454066761330364,,-4.310651993805376
-3.047596607659897,-2.8461823993167954,HFB,aifrek,-1.6180039696122772,-3.474330910353772,-5.921053128751358,-5.036514480044686
-2.84055690693194,-3.1117268254511616,HFB,ngonuz,-1.5397483950118145,-2.8897936041572114,-5.978684013394703,-4.932832091437808
-2.9988568113857585,-3.1705393554046544,HFB,yblsep,-1.5509168758673617,-3.163166044537542,-5.980584135410884,-5.202323329519372
-2.872897166491119,-3.1906924924910105,HFB,hiouft,-1.4684233805740121,-3.0277203062304023,-5.967023023811848,-5.076305771987242
-3.1536663229848667,-2.9120087325589683,HFB,gaylem,-1.56634367284968,-3.3207151392731156,,-4.621609764845435
-2.5610656929422584,-2.959384428546017,HFB,vurstz,-1.4395525554783355,-2.581096913105348,,-4.828230572868908
-3.1951565589185815,-3.4968972044142603,HFB,gleixx,-1.6971190179480555,-3.2354370752549073,,-4.822310545689357
-3.0950010358917357,-3.35336543909938,HFB,mapyrt,-1.5083755543593897,-3.7035236662030058,-5.886782503965249,-5.433538313768272
-2.849762691408218,-3.0362891146018507,HFB,dvoiff,-1.587025853988522,-2.928746577464123,-5.501590280063593,-4.105352469709977
-3.019935043995781,-3.011479462427543,HFB,xplugr,-1.6285126216815364,-2.785049250781083,,-4.2450178844242785
-2.9868530385040484,-3.359031212276327,HFB,aonchz,-1.573495392985146,-3.230963415796748,-5.618027140452042,-4.506865301237223
-3.148290127534038,-3.431672935572698,HFB,piubix,-1.5766543843250904,-3.218407245103947,,-5.497491748353476
-3.0415492337613665,-2.914677075290585,HFB,jagrog,-1.6292358838427259,-3.0627148302893628,-5.663444482132742,-4.3115453194947335
-3.3027092768159845,-3.463439353026073,HFB,mmybeu,-1.6093585648815045,-3.7261375358894853,,-5.605901538925709
-3.1987076462190474,-3.382896156764088,HFB,jpigra,-1.5127626230276425,-3.1509196309068694,-5.574530395676667,-4.445219721552023
-3.1301036593270077,-3.172729412727497,HFB,uefotz,-1.448163811979274,-3.3177831435374743,-5.666381290601877,-5.35072298330067
-3.1967201184305867,-3.272927906686187,HFB,hibbal,-1.6282441428417076,-3.3634012181886495,-5.979630956900233,-4.81144257167734
-2.8858379260325333,-2.803904297688009,HFB,rpecok,-1.6259523254617119,-3.1126484029279835,-5.926215174173394,-3.9779661596340796
-2.743168654341681,-3.03801802615666,HFB,ilanvz,-1.4525908019199,-2.877031660866537,-5.60374993414595,-4.434118625100531
-2.990926937160666,-2.7632896729852763,HFB,youcrd,-1.5355625549531646,-2.9921376661382872,-5.907739074475587,-4.650173600343443
-2.674835063121745,-2.3554904709801363,HFB,ffatez,-1.5572364816834126,-2.8760632935594637,-5.654942033295575,-3.5245674956634594
-2.90470284744197,-3.3734860021011266,HFB,biicog,-1.5364341671202295,-3.195270221907543,,-5.19927691670637
-3.119807896992672,-3.450323128467086,HFB,uvyals,-1.4792638732005579,-3.460691405641892,,-5.390361591804147
-3.4202990706220295,-3.5962631659101256,HFB,crbdoh,-1.6053031416335066,-3.5782425731375653,,-5.818505812467327
-2.961465195090737,-2.96977145318929,HFB,yjausa,-1.49624109348588,-2.7604895983304445,-5.796639567542647,-4.315170110299284
-2.8204041146561636,-2.88615717908914,HFB,grfeez,-1.5384010953990759,-3.5241265442203575,,-5.302362442637893
-3.027184825799018,-2.9989325609519613,HFB,ynuvac,-1.52899810918537,-3.109509838221023,,-4.868327575583317
-3.010502191202945,-3.180997031489338,HFB,tibisz,-1.4883317614537186,-2.9912422039942217,-5.612951645943305,-4.875691501038405
-2.8470735088101247,-3.3723548841381983,HFB,avvogn,-1.4866904451493248,-3.317222251749711,,-5.4297746298197875
-2.999674381536024,-2.7950502102248067,HFB,juherd,-1.4668929102579185,-3.1025680644342875,,-4.504368287759212
-3.1830540982411977,-3.426465099655295,HFB,yontmy,-1.7015082313351113,-3.128641841884522,,-4.561444161869636
-2.9721944386285815,-3.0081888415391123,HFB,llcerk,-1.609142724153284,-2.952791074227489,-5.764732728770647,-5.068820295171993
-3.051285690984169,-3.2816201241989,HFB,youaxi,-1.5992235243492743,-3.650266514071095,,-4.642235912426764
-3.8749763592577415,-4.0369096858139795,HFB,elkmng,-1.7426973965278825,-3.80980945056641,,-5.9480548721997595
-3.0661792549571563,-3.0639998691616155,HFB,yasixt,-1.569325412400176,-3.21833449443943,-5.959279813394431,-4.875418159762688
-2.956006374552994,-3.261408009358358,HFB,rbjoer,-1.4113210422244957,-3.6712187951117397,,-5.95662928661959
-3.160790738382217,-3.48426724281349,HFB,daucmy,-1.566290432492175,-3.5293790229992927,,-5.089973881901762
-2.868653654626921,-2.9751749753693923,HFB,fflipr,-1.5263700668378286,-2.755656314745921,-5.346763597160508,-4.525685692161066
-3.392461989726389,-3.313556792840604,HFB,caybus,-1.5797241358944818,-3.6582945629413626,,-5.516465441357255
-2.882532354938523,-2.7760901899108945,HFB,jorogn,-1.4921656014846387,-2.9822249189382406,-5.487947597269897,-4.360129741919179
-3.0158018985598543,-3.2646676499627647,HFB,buipty,-1.606207296445765,-3.0314947950912288,-5.993582847598528,-4.989166312259379
-2.816486837441847,-2.656456315214207,HFB,cahonf,-1.512948169944738,-3.280186420452768,-5.9009619492207905,-4.440741808010298
-2.793885320942058,-2.5382350223955967,HFB,utetrk,-1.502667375928425,-3.0461511524843887,-5.856228253512103,-3.7407089297558445
-2.9932296691004407,-3.136795685516153,HFB,csabiz,-1.536434864814453,-3.038095872071124,-5.503952040569854,-4.373399757354484
-3.0815181323860106,-3.1957275096674684,HFB,vonfgl,-1.5822921450444634,-3.036300217022938,,-4.699294058175383
-3.0904734717481506,-3.153831291969051,HFB,esuctk,-1.5396935575309845,-3.262673462390096,-5.996755869173717,-4.566210137774096
-3.0437939427122203,-3.2044659287904294,HFB,fgamol,-1.545114980260534,-2.947483093531691,-5.784757613816765,-4.531020740233271
-3.1192958438774627,-2.9942437680954583,HFB,bysind,-1.587986034564273,-3.040372721177173,-5.985147970998376,-4.298444766714901
-2.9410809010720325,-3.0694966837364657,HFB,joacef,-1.4299936296241096,-3.3941570616103416,,-5.064228732805911
-3.068053685691373,-3.4258411794364094,HFB,yrbuli,-1.579856017247607,-2.963837628091853,-5.785205326012871,-4.820648242476463
-3.116508216962444,-3.0764866323262723,HFB,egonnk,-1.6658245620041827,-3.2596615291083797,-5.560274853721418,-4.21261927504755
-3.335912261302811,-3.292566182072485,HFB,hluxta,-1.5431310484322998,-3.634851054978699,-5.974956991930654,-5.53370933820512
-2.9470010480999123,-3.9587535113317407,HFB,wiieps,-1.6881355037410266,-2.9003668961475078,,-5.836213654995781
-2.8821799761265288,-2.639030689310894,HFB,kontun,-1.5727099694407027,-2.7731339931683103,-5.7563670418398045,-4.194203621834427
-3.0605685150183763,-2.9830809576964907,HFB,vedamy,-1.5207921623813359,-3.163897420114756,-5.996755869173717,-4.536928267818955
-2.8796246924851236,-2.816603746238931,HFB,sosunk,-1.540756639009002,-3.1866157146535654,,-5.385822173726574
-2.959001637445082,-3.066053161335437,HFB,leeirw,-1.6159538833206852,-3.058489321079559,,-5.119882470520129
-2.977179027246423,-3.0731207995067047,HFB,buopho,-1.5531540499424574,-3.171550107546574,-5.667476856670958,-4.935035555091076
-2.8621405791620895,-2.797850218433878,HFB,yenary,-1.5577136673017442,-2.9530369908835725,-5.524524361713354,-4.047663949115978
-3.1060193360905073,-3.451570424662436,HFB,smboju,-1.5135797995366218,-3.5702674850599596,,-5.555926187922277
-3.084805229886281,-3.2694773681112514,HFB,pyagat,-1.5878182782432255,-3.16687754274215,-5.848345298344616,-4.502795539959776
-2.800618991962546,-3.092174674469247,HFB,rbosiz,-1.5083013228094828,-2.804004611868346,-5.9844608776168995,-4.696102629780371
-2.858864570291834,-2.7334306100392154,HFB,huanux,-1.5231959356909008,-3.6444016997585837,-5.978684013394703,-4.861427356617184
-2.8760888276398697,-3.438331280886847,HFB,zomiit,-1.4246583401905963,-3.038837295282882,,-5.28843091084774
-3.1880170914546415,-3.3942611543528107,HFB,baduxr,-1.5765280323717867,-3.464240954534898,,-5.393539756446366
-2.921972291323444,-2.750442727916899,HFB,ichofi,-1.5193159244878878,-3.0794399662413774,-5.564218456057258,-4.180631979129275
-3.159735707556494,-3.329619097213333,HFB,ypavls,-1.5336556233231962,-3.5297179944163224,-5.991505490467124,-5.7099471057746065
-2.896841899664354,-2.6468614633684635,HFB,urrfez,-1.452112791851637,-3.215697120897474,-5.990477884684239,-4.839230962874604
-2.929713854851095,-3.060454495591291,HFB,hysatt,-1.5229782075181013,-2.9747692340420624,-5.961296239037428,-3.9415651815437984
-3.1452186061178495,-3.313438019446637,HFB,fivgou,-1.5563592197889777,-3.719903870644098,,-5.426844835240752
-3.0996140659584395,-3.120036653690438,HFB,lseych,-1.5581583998702027,-2.9891937802375717,,-4.889443755499041
-3.245343224541967,-3.577099800841269,HFB,abiznn,-1.4951405325299347,-3.123478375695332,-5.865858336640098,-4.822621813894616
-3.05356148161564,-3.049265822449892,HFB,umoply,-1.5567079837958069,-3.3476376438779383,-5.939622808758091,-5.330000766022429
-3.0299401680636247,-2.8023875544858647,HFB,jegtab,-1.5360178157175424,-2.991011799693497,,-5.267449016196318
-3.032278139138362,-3.2382544035347385,HFB,rfouys,-1.5392523301404772,-3.015175344087519,-5.9089000952077635,-4.829936348375175
-3.288754682863476,-3.3954750025580105,HFB,jhagte,-1.5433188717491413,-3.492628129439141,,-5.117267003432317
-3.308660242621775,-3.455464568553269,HFB,ocrysc,-1.5146143263941811,-3.430269623699418,-5.994632812852622,-5.383198910044561
-2.9409015318102547,-3.368410553443168,HFB,hmalfi,-1.5271917290375028,-3.053712035615071,-5.718653934746546,-4.9601109458377675
-2.963405865279916,-2.940883658011319,HFB,cctonk,-1.684952719618473,-2.9040445148925365,-5.742323706289323,-4.7937031748986
-2.997028740679753,-3.098777070884539,HFB,vagiux,-1.6015556484017714,-3.848912139337423,-5.7170962642571554,-4.900674668841502
-2.9862851581997365,-3.4403809273266317,HFB,fsorpy,-1.5936440802631155,-2.9197730019438404,-5.945135709122932,-4.737254200601714
-2.9291998013991156,-2.7413114008153014,HFB,huvilq,-1.5831888709870185,-3.0581167480186586,-5.970429225475747,-4.84361901888301
-2.9066331639005205,-2.7302439418117785,HFB,ntrcak,-1.6083596371536641,-3.2037290218924985,,-4.719912632908389
-2.9652042982460007,-3.1532603365925604,HFB,yiouhe,-1.4993556713228766,-2.923699588895522,,-5.411195894538278
-3.147472557668336,-3.038125794826735,HFB,haphnt,-1.5229434235944102,-3.1122284612933266,-5.986438888400964,-5.052595039404657
-2.6451230197431657,-3.1474836890177653,HFB,ffiovu,-1.5319399211250373,-3.1007908554523587,-5.997829188577115,-5.01377378700265
-3.0243212830719504,-3.030229962199131,HFB,ylagtr,-1.5759931711152688,-2.92687875689313,,-5.377761704859891
-2.8485870858996742,-2.997856379081622,HFB,ponuoz,-1.4448429355291326,-3.0746911066860596,,-4.954934651227951
-3.1746265613852254,-3.0296556015687677,HFB,lifrsy,-1.5473232397091936,-3.379640597060522,,-5.539829850007038
-2.8108729840990216,-2.428286370469596,HFB,auetok,-1.4910185130019025,-3.1170749982622157,-5.936420021805065,-4.741066769879222
-3.1225040878065866,-2.9829349144199697,HFB,lvapay,-1.5344665818853258,-3.4213843191005475,-5.94664073892779,-4.389945438492862
-2.9745773023422175,-3.2083028033434964,HFB,ueirki,-1.4957880275684152,-2.6600735180222554,,-5.03811464142587
-3.031489916385607,-3.3222047719952856,HFB,oyngta,-1.5540779843604984,-2.966218233143623,-5.795569956990072,-5.280031615473146
-2.722969396623261,-2.6430295101986383,HFB,ureick,-1.5584173029993502,-2.6266241025714714,-5.924257773396079,-4.153618685032005
-3.1847530657085676,-3.1463652795612704,HFB,ahoynt,-1.5492980054771905,-3.628656968679219,,-5.7508495400156505
-3.2140903341435596,-3.156922091520735,HFB,cmblux,-1.671329702506802,-3.4393675980857705,,-4.764844044897184
-2.845189094880163,-2.865439234952156,HFB,hoepoy,-1.5668906937852387,-2.908878552289819,,-5.15158786329211
-3.0223163234780634,-3.424104195839756,HFB,gnaizn,-1.5072215674448415,-3.0434079278610113,-5.489327733696444,-4.635571610290578
-2.966225721937081,-3.115321561737116,HFB,osmpph,-1.493790921217876,-3.998747642260957,,-5.803377384973347
-2.764634101524028,-2.8233727813029312,HFB,bjeurf,-1.5378083612968922,-2.5558945335816246,-5.675852488019511,-3.6867120293180866
-3.144290686694965,-3.5000487039288446,HFB,cympia,-1.557299192414274,-2.8259636190599595,-5.758368298799556,-4.6659688212467145
-3.0287381836043874,-3.076790573326887,HFB,uhogur,-1.5079660255910474,-3.2201821113977522,-5.960940203086583,-4.957294721121359
-3.0297958811628174,-3.7195930217145103,HFB,jianye,-1.4544792619838793,-3.253096361385771,,-5.258375176653023
-3.1902640024278592,-2.9770315065105977,HFB,fuxpso,-1.5655619364634548,-3.588601214801726,,-5.960261782987112
-3.0833518981307346,-3.1358607332083763,HFB,wnicre,-1.7149581347076854,-3.212615865129683,-5.98743812203107,-4.571455882082583
-3.166117486428051,-2.8795620985317028,HFB,jagluv,-1.564211683466116,-3.260734494559611,,-5.670143172881794
-2.993492306085987,-2.801089432017296,HFB,ypeboi,-1.5464463654139162,-3.106273719847718,-5.877576496694324,-4.359758105976235
-3.116418028572287,-3.181682995589256,HFB,xvrauc,-1.5084320910936997,-2.855584473653741,-5.998910525294235,-4.140093028660032
-3.287876489276003,-3.4797960657231557,HFB,gooyde,-1.5723648554093923,-3.420287421911371,,-5.891586271994781
-2.7115415196205017,-2.701302380586066,HFB,kirsat,-1.5291141619233581,-3.124006810409464,-5.418655882838181,-4.352286393440277
-3.226919465012271,-3.4607970797907464,HFB,ynoyue,-1.579974531672672,-3.7961949467074185,,-5.573925578671073
-3.1014600164366173,-3.2160383516462714,HFB,juthst,-1.4493933206235319,-3.0969087356972147,-5.977743223854318,-5.39232160818565
-2.846105486214701,-3.1679908855732224,HFB,efaoiz,-1.4253405825720193,-3.0055690396483894,,-5.523134633479291
-2.90085815448247,-3.266736106310752,HFB,ubntoy,-1.561380504672842,-3.1190037804369597,,-4.985385892980008
-2.971403214837223,-2.936241570240037,HFB,weelad,-1.6579844124349832,-3.086062518042154,-5.872436868634497,-4.0219455572421365
-3.046206434452819,-2.8387275448949874,HFB,ccofiv,-1.5073019173787412,-3.2856608999255252,-5.998910525294235,-4.516575357088235
-2.784212132570948,-2.9987477917388223,HFB,kruenn,-1.5052255142625068,-3.155419298134782,-5.871785471374989,-4.271348045675711
-3.0805671301122413,-3.1454670780573744,HFB,poohig,-1.5569380275203095,-3.1726509651807158,,-5.692608194879718
-2.5777889396468368,-2.8534917041737415,HFB,fuennz,-1.4410183521536373,-2.8473021472303643,-5.908318420914678,-4.750414870800463
-3.0759881247398275,-3.4283755293273375,HFB,dasbry,-1.582446756523077,-3.044156319492747,,-5.664142602395657
-3.0875883935849386,-2.8632030672167774,HFB,gojoun,-1.4901966956256476,-3.4809331365919185,-5.996755869173717,-4.772266140018079
-2.904414796123568,-2.824800926374381,HFB,fecrty,-1.5346109346724515,-2.8165875759429597,,-4.661906524642557
-2.886288427973497,-3.193954606870553,HFB,ipisoz,-1.4067864060529838,-2.5173530723786905,-5.596568099047819,-4.370330637490806
-3.0667711481190403,-3.1723047544300718,HFB,byndea,-1.5276295212718891,-3.050114977191928,-5.841234281656585,-4.382420637369431
-2.83695225037542,-2.739311931594677,HFB,jomioh,-1.5376245270232147,-3.0580404017498557,-5.998910525294235,-5.032852579855878
-2.952155692640732,-2.8157063099516355,HFB,agntuy,-1.549231769357829,-3.1035239369647862,,-4.55808517536873
-3.1226816672449815,-3.141355526479598,HFB,uclhex,-1.5522396757189127,-3.6938619462672238,,-5.107514475230117
-2.8490778995871406,-3.1720041183691663,HFB,itoryg,-1.570711702099694,-3.077302222286994,-5.739650669372513,-4.909536476678549
-2.977342911758978,-3.053114887420365,HFB,ffdoun,-1.5134461201609593,-3.2583607138987576,-5.923611144059758,-5.074883355843023
-2.9084484502127324,-2.5988965708724776,HFB,vimasy,-1.5066791875829848,-3.2318882266016025,-5.981543631578046,-4.666796164266783
-2.92894500544841,-2.9461468346827644,HFB,poheuz,-1.5270522650395948,-3.9001237883785387,,-4.987917285320148
-2.9679499051091507,-2.9573371472844707,HFB,obrmig,-1.5492944658503152,-2.8069337192233657,,-4.619721067135659
-2.739528886885667,-2.636089452266247,HFB,hyeunt,-1.494370816510204,-3.021714188642127,,-4.348516258565763
-3.322885088062385,-3.0096920192848713,HFB,pobjar,-1.51382486045246,-3.3618488229205754,,-5.179146633600348
-3.0895717709456196,-3.037215213421683,HFB,ynsuxi,-1.589988036794467,-3.1901788889212943,,-5.081183691326528
-2.7086060027293923,-2.855203080297759,HFB,hoeraz,-1.455245865548698,-2.5855365020099037,,-4.809850999587542
-2.86988520843143,-3.0365908821096514,HFB,ilvosy,-1.4951965860934227,-3.5077341297752778,,-5.303498925679224
-3.0368456064435847,-3.194574765429271,HFB,puearw,-1.7075094828362556,-3.191427561830041,,-5.608303246944429
-2.9295231871436673,-2.8468302391242624,HFB,tsoilk,-1.572589208202726,-2.8358766254181282,-5.952239127243993,-4.449993210943042
-2.933849184565396,-3.0325967064640458,HFB,yoburr,-1.5737540135378822,-3.1513552371409834,,-4.53882082318081
-2.749744492370621,-2.546785724425894,HFB,kesato,-1.470823999212523,-3.155269831080313,-5.996755869173717,-4.414350211135269
-3.0995267505684443,-3.2546742515064855,HFB,oyigou,-1.578446394400421,-3.16807095530698,-5.719439100617538,-4.774205805652045
-2.700728181304919,-3.25031104253328,HFB,vaochr,-1.4634914270342891,-2.948262228914578,-5.975879790317724,-4.965957110880112
-2.569885698020079,-3.109700362633836,HFB,bueitz,-1.4473588033885845,-2.3127194302790413,,-5.010164975965742
-3.436209214859298,-3.485949107701013,HFB,crygro,-1.6401672665466693,-3.603392180265587,-5.981543631578046,-5.14070639507367
-2.9535985885072695,-2.9620329806026864,HFB,uezaiu,-1.2871919276352923,-3.368390092816554,-5.995690449073538,-4.957703741463057
-2.944820796829074,-2.941842588328761,HFB,crtcoy,-1.5299514570265114,-3.1325910435715745,,-5.830551714039924
-3.0395636207509327,-2.673203860161908,HFB,dujaiv,-1.4320646384861089,-3.246182075157802,,-5.592107288142887
-2.947923142213334,-3.179450213352807,HFB,yopsci,-1.504407895226893,-2.75673919008113,,-5.11820274526702
-2.8222791705903774,-3.048185033257763,HFB,gmetuz,-1.524663449268466,-2.7233692489612773,-5.6708141978565365,-4.379620141990886
-3.0555488891863862,-3.2529294101057267,HFB,yhoidr,-1.6258750392369201,-3.1037563945535127,-5.945886268176905,-4.838270699552589
-3.1320798162815358,-3.0169089730850076,HFB,ffscev,-1.500063938572356,-3.0878536788686373,,-4.928974294231065
-3.0953355880923947,-3.8198697669223365,HFB,tiiguz,-1.5206073101580042,-2.952536222740319,,-5.467875968291395
-2.9882727894690664,-3.213398548831248,HFB,ocauvy,-1.5374226381780474,-3.3810804649906814,-5.734004319843639,-4.234804070063425
-2.9806539057380608,-3.2250686760560376,HFB,pytenf,-1.5291232468522091,-2.8576186958607823,,-4.183453136298341
-3.039569276173313,-3.3518220835200134,HFB,oboujr,-1.4836628805597412,-2.861570425517113,,-4.270201576012228
-3.0021454080535186,-3.008984835827282,HFB,ntiahy,-1.5361547331374672,-3.1501522205601025,-5.733309483273577,-4.845723197189793
-2.8882950132577943,-2.951333638026489,HFB,fsquex,-1.5854035452562147,-3.6547982819380205,-5.091665042564869,-4.371887792698857
-2.613979309340051,-2.769553330264363,HFB,hoinnz,-1.5266713587914527,-2.609251259445393,,-4.253087121366712
-3.0870506322553735,-3.2879087433162226,HFB,rpypau,-1.5106981340111565,-3.269800502593405,-5.989457521924838,-5.415484930174828
-2.8922678980699588,-3.0916979484526514,HFB,yblost,-1.5659784867819109,-2.9677383336482452,-5.988444300799032,-4.488209245166564
-3.105379845211554,-2.7039688460855595,HFB,jeheug,-1.4980952809418728,-3.410029561166052,,-4.593625192090345
-3.063155189203503,-2.9802429786929094,HFB,ongaiy,-1.5506383101804933,-3.246513491776119,-5.7406004749112185,-4.473293002077953
-3.0748671417271054,-2.964633992917007,HFQ,egarck,-1.7050525437071524,-3.109379228606584,-4.230440109068078,-3.753065019427612
-2.974699042258772,-2.404573097761386,HFQ,favoix,-1.5819825647405004,-3.13877456535916,-3.8849062485431864,-3.4115991796377294
-3.2735430749317866,-3.2198548487630396,HFQ,wingue,-1.8163787493528114,-3.546810032140569,-4.478388612494442,-4.07582989174429
-2.877820587383481,-2.728206551395629,HFQ,blochi,-1.5611654274824158,-3.0718553555776476,-4.829830946839205,-3.706562006484669
-3.0847591933504237,-2.6185026689594295,HFQ,fayeux,-1.6665122774261494,-3.10750541707303,-4.947317523089986,-3.7998286216422974
