allbigrams,bigrams,categ,item,letters,openbigrams,quadrigrams,trigrams
-4.292596910187163,-4.81651219153696,BFL,xivpzh,-1.8644006378428177,-4.319393381600649,,-5.994496564640982
-4.399180247130638,-4.149405569714414,BFL,ndewky,-2.340272236831194,-4.5432317853964985,,-5.1838451885581005
-4.185259724790012,-4.449799876733253,BFL,kbhhai,-2.0037213761232686,-4.440175367020287,,-5.367550124068744
-4.858881976725754,-4.828934086946873,BFL,egywlc,-2.132642397399635,-5.245306288478745,,-5.809646683840645
-3.8806424479264074,-3.7486110536394563,BFL,karokf,-2.09000213030197,-3.874593315870114,,-5.234035944029353
-4.09995297577371,-4.5233302149462435,BFL,jghicz,-1.8769091630563002,-3.9721862342467764,,-5.615436772908682
-4.256285196207884,-4.408876377278558,BFL,oaykux,-1.9969109408447299,-4.544959243301841,,
-4.035996564064472,-4.53369863661683,BFL,krivmw,-2.258284149756312,-4.331742653556336,,-5.246482884552563
-4.2393221819190305,-5.039260904710295,BFL,oxytzf,-1.949198856665052,-4.148315956426046,,-5.73899975472683
-3.93787259499354,-3.9549944524789886,BFL,wmbsak,-2.292376458726228,-4.142844492558997,,-5.709730805810263
-4.460361301391751,-4.735228620801332,BFL,jhzzur,-1.8689708325349328,-4.4389503915702235,,-5.877869146714961
-4.0678319594452645,-4.891157870693627,BFL,mdfokg,-1.9877606456012302,-4.122410216984882,,
-4.0534822354077304,-4.772815233233617,BFL,yvixlz,-1.9071231866313691,-4.140081493254453,,-5.997765040601521
-3.9572814187643925,-3.923573203661293,BFL,anohkk,-2.1040942302336028,-3.8998134079960955,,-5.502896129181831
-4.026277729331103,-3.963683739088077,BFL,wjecyt,-2.0847225283317683,-4.041331053102688,,-5.449075277406269
-3.907012808164426,-4.331841728619663,BFL,kgngza,-2.0662090365283032,-3.552456681242571,,-5.9466643348124855
-4.307157730942917,-4.829272580513626,BFL,pyohwo,-2.1858647278335512,-4.208342991454569,,-5.9994369323053105
-4.407152009170725,-5.058310852011514,BFL,kaxxlg,-2.1448874084078287,-4.240410741788573,,
-4.216976889138875,-4.1166279798684595,BFL,wcoffy,-2.2946221009555483,-4.363203218493514,-5.45877204113997,-5.045553880103547
-4.0224997696890785,-4.629798832398801,BFL,kmahgz,-2.1219339252629252,-3.8353622374119967,,-5.755398349084869
-4.571642584517302,-4.681846451893348,BFL,rwyily,-2.2125666951387006,-4.426228744590197,,
-3.9938397514370667,-4.430812972054152,BFL,kjoogz,-2.077015031748523,-4.605513521558754,,-5.972253900116945
-4.131605015508157,-4.705503522691479,BFL,suyihw,-2.0932889765791405,-3.9645137236096253,,-5.79234575209936
-4.370369099360764,-5.035051200460184,BFL,fxkgae,-1.9847824984651083,-4.371411767661495,,-5.891398444185113
-4.192102994098263,-4.87947075058543,BFL,rwohiy,-2.1202986112301807,-4.233380506797565,,-5.932743240047173
-4.221261471421567,-4.631688853576155,BFL,bavgvk,-2.0204536069781573,-4.10449278549622,,-5.655335732915883
-4.208708634508782,-4.969610006468455,BFL,woyuzc,-2.2218668840618996,-4.0145373952335195,,-5.985243033337936
-4.123064616735151,-3.581001464528594,BFL,kixpak,-2.1987079010686057,-4.719823787562478,,-5.797766291754347
-3.8355998630674133,-4.494104847884166,BFL,wbmosz,-2.121065532772212,-4.071107249698479,,-5.636983371469796
-4.274662484048243,-4.78525457599238,BFL,akfpuy,-1.977030277121986,-3.631810991478776,,-5.693561122908894
-4.647321159180346,-4.770438915066555,BFL,nogwlw,-2.4697102376492874,-4.823524983097643,,-5.8125201509196724
-4.294610854078208,-4.520320294034775,BFL,juvytk,-2.0180341709057203,-4.719449151039106,,-5.938035618299259
-4.072235325037194,-4.74762040187983,BFL,lxhibz,-1.8985652961371022,-3.9688197029289594,-5.783315551981764,-5.60768763075836
-4.128631866308595,-4.335327686419263,BFL,caggqw,-2.238933154445706,-4.2269493246550605,,-5.476681039895094
-4.069597338259062,-4.45723606085589,BFL,utybzz,-1.9478119296091123,-3.9768495511656416,,
-4.032017223646028,-3.946162924147869,BFL,wkhorg,-2.4468658896061943,-4.195397779233374,,-4.815867366108848
-4.024634697026135,-4.365918992900601,BFL,janyzv,-1.8043889886615758,-4.4113350532072335,,-5.655853990599588
-3.9351221626038173,-4.640722234840534,BFL,kpbopg,-1.9968699231041354,-3.9571847427712816,,-5.947705564692516
-4.302334542673254,-4.476406439521556,BFL,ywfheu,-2.1856184584480647,-4.363953675570421,,-5.287158261167774
-4.134596009100118,-4.668011720352928,BFL,javbzg,-1.8824878682152335,-3.887967568764665,,-5.906190564313751
-4.626962694999691,-4.1842083624936866,BFL,ekwhot,-2.212853332800588,-5.2078145776741955,,-5.4096479919180425
-4.3033697260428925,-4.55917043749934,BFL,mzybig,-1.9651708846805607,-4.288284343324533,,-5.78731484589205
-4.192038818597457,-4.452681939174058,BFL,hfanwk,-2.392669600863335,-4.623206049468212,,-5.325583691230083
-4.087995666988426,-4.691930591964473,BFL,ypzlyo,-1.9224729698597918,-3.8115066463922096,,-5.940014469720292
-4.321070553470935,-4.64110166395671,BFL,kakhmu,-2.159752882848863,-4.253705359229434,,-5.901360606372051
-4.573040672346898,-4.879074593557745,BFL,oobwyi,-2.1158748643422594,-4.573878101226607,,
-4.252606908444019,-4.66516710830387,BFL,gafklz,-2.066582233762811,-4.282008489063899,,-5.66424639512145
-4.447756400300856,-4.848443792147302,BFL,pbjhuy,-1.9081769312501802,-4.583525445077285,,
-4.160667160783215,-4.275526713102363,BFL,wgkavi,-2.3377268736401478,-4.260155977491434,,-5.363896190720765
-4.602279184288802,-5.0489949801752045,BFL,bmozws,-2.121065532772212,-4.5576214258092556,,-5.95491461083409
-4.185226706114046,-4.6468338022906215,BFL,keajyh,-2.0086867521840346,-4.887622602308269,,-5.969905421595539
-4.3524723219939165,-4.597542854627442,BFL,gtzlow,-2.112771326599967,-4.3931925195905315,,-5.927079580919454
-4.234057939749656,-4.633426378330379,BFL,fyvaki,-1.9926399468369025,-4.115034355153144,,-5.82433763510957
-4.410472517915085,-4.763343992431696,BFL,ejowrx,-2.015949576315928,-4.004659174993306,,-5.527673904908147
-4.866284061384444,-5.561066090174692,BFL,bpzkih,-2.118404584732932,-4.933350490886646,,
-4.331827116490968,-4.803922402357163,BFL,yqwaos,-2.082651037086559,-4.129401869789816,,-5.790510578490414
-4.044481973180157,-4.836519841598025,BFL,khpbiz,-2.118404584732932,-3.8220910840039446,,-5.529000418651546
-3.9319846595255967,-4.457943902281562,BFL,juajgw,-2.1500819638354334,-4.849423325731409,,-5.8819785559888
-4.012634557822309,-5.293500394906159,BFL,lvzozk,-2.071935965609749,-4.038891830389637,,-5.956038472129401
-4.559137938046461,-5.065742117210847,BFL,htfway,-2.2308420492553327,-4.719010858425304,,-5.986731551907859
-4.429631993133935,-4.817866032738289,BFL,pkmkel,-2.0323360812009326,-4.126019897175757,,-5.846695225188663
-4.479314858775769,-4.047856771909798,BFL,howfay,-2.240545647415051,-4.917776942703232,,-5.948101503472645
-3.916540424128656,-4.254667676258259,BFL,kzingz,-2.1134234587949665,-4.0854912574316185,-5.935716856750081,-5.085954106341632
-4.3839174203104525,-4.8963925951376535,BFL,mlwopy,-2.106217488652552,-4.895325088585319,,-5.976261984457094
-4.2521948588478855,-4.75422771700705,BFL,kfzarx,-2.092343857892135,-3.9018731110856715,,-5.41382073048867
-4.330065116202153,-4.321076137930023,BFL,wlyboy,-2.3693817653025246,-4.591558803986085,-5.963467050460313,-5.677528921084255
-3.8830566431462614,-3.7265701036333803,BFL,xhauxk,-2.1188932476160813,-3.899856080274807,-5.841334930237192,-4.564301653964442
-4.316386787678475,-4.6721028868854,BFL,godmwy,-2.2434192280829564,-4.239714459811562,,-5.848918675498426
-4.412561709024596,-4.405126405913239,BFL,zlkank,-2.161370100399148,-4.405265562842791,,-5.54502669230272
-4.117865747095796,-4.315591743061207,BFL,ywgrug,-2.2862511710458713,-4.054990164188627,-5.955210292782891,-5.631862531798202
-4.188718772099488,-4.36917445096031,BFL,kahzob,-2.057772551722767,-5.0798293687257186,,-5.935201669564002
-4.264844288692046,-4.305982742752566,BFL,wyindw,-2.561558854384051,-4.349058757351837,,-5.302225799224112
-3.9464429727795527,-4.557088060756796,BFL,kfhrfo,-2.006239526019566,-3.8001167215013236,,-5.515862455820793
-4.039110904579195,-4.339841643985068,BFL,byzuiz,-1.9443722554291076,-4.068534941663952,,-5.964377243719549
-4.204047155239311,-4.130067453882516,BFL,wrakpr,-2.168333277045216,-4.6500897554308,,-5.882551177225825
-3.7477400126190483,-4.744582541117768,BFL,vyobyz,-2.070806218686414,-4.0597780440827,,-5.949510647466859
-4.544867790486814,-4.268253804101019,BFL,aixwck,-2.358767514738192,-4.697600274119456,,-5.5292588074170474
-4.176964445351053,-4.0791054532535345,BFL,jobygh,-2.016353134728209,-4.369240297296376,,-5.656549681075926
-4.198969040241274,-4.488304921491998,BFL,pkzacs,-1.8428733277494551,-4.07401484854298,,-5.699958321927697
-4.384094694229798,-4.960680877977269,BFL,oryhwg,-2.286317407165233,-4.498634526823654,,-5.9480548721997595
-4.4117703217606845,-4.858904468469407,BFL,fbkiza,-2.0249899596024106,-4.1825088681942315,,-5.524465728624963
-4.00942574155414,-3.6133143049371625,BFL,womohy,-2.1883995313388334,-4.522010263382907,,-5.5817769147048875
-4.38839718885185,-4.830537016731964,BFL,kbfxal,-2.063380174650209,-4.297295791414509,,-5.834479067960861
-4.145259793013069,-4.4241056848939975,BFL,gruhwz,-2.246478978419589,-3.9407563752218375,,-5.8113218928496995
-4.347886377665912,-4.614117499826813,BFL,jimkyo,-1.9980687881816968,-4.164747489610927,,
-4.174990025523831,-4.245057338332936,BFL,whgluy,-2.3007164682120123,-4.126129308609326,,-5.833256827291994
-3.8599689329480276,-4.816249920251124,BFL,kdfnok,-2.158924398543704,-4.276174342125765,,-5.98184718714056
-3.861478274698167,-4.286018696588989,BFL,whvayg,-2.3384172082509314,-4.040274012347584,,
-4.320909954086229,-4.709882802491115,BFL,klwsiz,-2.315959544188317,-3.9473732856523656,,
-3.7840073273494,-4.3584096675999975,BFL,hbueyk,-2.0378375764987546,-3.6337176427566877,,-5.694434887890595
-4.12277841390284,-4.79145951465371,BFL,gmlowj,-2.1165790350060925,-3.93938211224423,,-5.970541996863599
-4.096445721403391,-4.082728453650944,BFL,laskqk,-2.099448340734947,-3.9183414856724745,-5.998910525294235,-5.195797276747561
-4.176320434061996,-3.894404566857991,BFL,zzyoif,-1.9368802066827424,-4.382880642530358,,-5.581083328602465
-3.9047506473878997,-4.1761734379319995,BFL,wdhark,-2.3200003136417613,-3.941834292053805,-5.974040038650236,-5.023656488176016
-4.010641898525637,-4.4797577407825315,BFL,kgojlo,-1.9043795506824972,-4.916786353161655,,-5.996664579716944
-4.59383235438801,-4.670944957126167,BFL,aumwvz,-2.0496880498231893,-5.106592889563843,,-5.591930986636852
-3.980933857526123,-4.2827915813883575,BFL,khfloq,-2.040726465244592,-4.081673659246751,,-5.233251817198687
-4.241966547727852,-4.765913896717879,BFL,wygazt,-2.296169251179048,-3.7317019773486697,,-5.529097227424443
-4.461763540960315,-4.63155853158357,BFL,mhklix,-2.005391842265867,-4.665121325897596,,-5.925752370563502
-4.303703332013253,-4.483696733264143,BFL,gwyban,-2.249239361054715,-4.290230241957893,,-5.402107272773595
-4.2546876920628325,-4.7902287056457435,BFL,khektd,-2.1029739049630596,-4.033605546474543,,-5.93071460737579
-3.83432343490885,-4.408515684617939,BFL,gyaghz,-2.062180627792041,-3.4264499393509924,,-5.30967821692292
-4.388110875682569,-4.244122987030323,BFL,cokkyl,-2.2785026164559308,-4.721432757400976,,-5.8033248538754725
-4.902823548720684,-5.158022280812826,BFL,khewjr,-2.3507068414095804,-5.338144047374618,,-5.980333071323358
-4.361084862181767,-4.112365365769811,BFL,lazzyo,-1.8137054507669292,-4.657255077957021,-5.930582213811057,-5.662812677291938
-4.395046767808939,-4.354177494831822,BFL,iwkhet,-2.1997100604608644,-4.4810976559510625,,-5.380814542619869
-4.223496379722896,-4.791738805346633,BFL,caozkf,-1.9468247463529231,-4.417563797881959,,-5.832288845635176
-4.719107074453741,-5.0435839335929895,BFL,uwnnyk,-2.3510725191692683,-4.659009943559702,,-5.8259714182539835
-4.166830131146968,-5.1986947363403795,BFL,akbszl,-1.9010042451244678,-3.759789307795286,,
-4.326339565285735,-4.385930080412121,BFL,wroynw,-2.5215850997192812,-4.426363685955719,,-5.385740436948689
-4.3167799003688705,-4.672685179976122,BFL,aumkbx,-1.9657901064356327,-4.450601542816498,,-5.591930986636852
-4.060119279410095,-4.639171666725663,BFL,wrodhh,-2.10778148442797,-3.972435736706814,,-5.405178401450176
-4.162900163750189,-4.172264339098129,BFL,nuyajk,-1.9216312076709026,-4.25712967313209,-5.7740702336171745,-5.309495313016916
-4.323089003301765,-4.371079215215781,BFL,gkllow,-2.3343835878493917,-4.298998672457974,-5.995690449073538,-5.309661566851318
-4.078174269422217,-4.222745735559442,BFL,hinkdk,-2.165420445984614,-4.29174921696855,,-5.4286121897323065
-4.176316278273431,-5.38701671386047,BFL,oyvmgz,-1.9109719305118016,-3.977092181766455,,
-4.229196773819264,-4.565662534693907,BFL,juakdw,-2.3009630826637006,-4.5570756151063625,,-5.8427742253061545
-4.414392499355025,-4.642072388854767,BFL,thkbbe,-1.9497790203073568,-4.237319961981127,,-5.8695787486957745
-4.359362926441028,-5.090473455227645,BFL,sliywz,-2.1554110617473556,-3.9073284058349858,,-5.781620481839317
-4.376885047063098,-4.8580314610995545,BFL,oybkov,-2.042351253155579,-4.532228633509868,,-5.9908036876324395
-4.2214956335152465,-5.158851045426836,BFL,wakcnh,-2.313699379023158,-4.445920357828307,,-5.98377464631665
-4.044929769373532,-4.949240260909922,BFL,jgtzuz,-1.8669245224021995,-3.7755710258549957,,
-4.56455823569842,-4.227265872998528,BFL,konwhi,-2.275299873822142,-4.727165778087856,,-5.669666024707377
-4.3650484376968945,-4.630145556131802,BFL,djudwf,-2.1193446515300916,-4.229209927526386,-5.600528722608087,-5.398479923445957
-4.32322238464609,-4.483696733264143,BFL,kwyban,-2.4809079816151183,-4.409253672453822,,-5.402107272773595
-4.516864852234014,-5.194751625131965,HFL,tfpjve,-1.518031595895007,-4.938398757629021,,
-4.300706188795233,-4.753696646872941,HFL,niqbqr,-1.6233098508509893,-4.169423032868442,,-5.454617738594365
-4.620906613694379,-4.906534256626161,HFL,lgpxve,-1.6353776638055864,-4.471087016528651,,
-4.1173373582430255,-4.1678985532248145,HFL,utojqc,-1.529225994061455,-4.2144740056764185,,-5.3723249947675615
-4.305245476801785,-4.517389321955864,HFL,espqfp,-1.4914584067247205,-4.3535048037050466,,-5.300300972724675
