ortho	freqf
grattouillent	0.0
grattouiller	0.01
grattouilles	0.0
grattouillis	0.05
grattouillé	0.0
gratture	0.0
grattât	0.1
gratté	0.56
grattée	0.03
grattées	0.01
grattés	0.04
gratuit	12.15
gratuite	6.43
gratuitement	6.37
gratuites	1.81
gratuits	3.89
gratuité	0.05
grau	0.01
grava	0.04
gravai	0.0
gravaient	0.02
gravais	0.02
gravait	0.16
gravant	0.02
gravats	0.34
grave	134.19
grave	2.34
grave	0.81
graveleuse	0.01
graveleuses	0.0
graveleux	0.04
gravelle	0.0
gravelles	0.0
gravelé	0.0
gravelés	0.0
gravement	6.43
gravent	0.04
graver	1.94
graveraient	0.0
graverais	0.01
graverait	0.01
graves	8.29
graves	0.11
graves	0.03
graveur	0.38
graveurs	0.02
gravez	0.47
gravi	0.44
gravide	0.04
gravidité	0.01
gravie	0.0
gravier	1.4
graviers	0.92
gravies	0.1
gravillon	0.0
gravillonnée	0.0
gravillonnées	0.0
gravillons	0.1
gravir	1.3
gravirai	0.05
gravirait	0.0
gravirent	0.01
gravirons	0.01
gravis	0.4
gravissaient	0.0
gravissais	0.01
gravissait	0.01
gravissant	0.05
gravisse	0.0
gravissent	0.0
gravissime	0.17
gravissimes	0.25
gravissions	0.0
gravissons	0.01
gravit	0.22
gravitaient	0.0
gravitait	0.03
gravitant	0.0
gravitation	0.98
gravitationnel	0.61
gravitationnelle	0.59
gravitationnelles	0.44
gravitationnels	0.01
gravite	0.21
graviter	0.04
gravitons	0.01
gravitons	0.02
gravité	0.11
gravité	7.58
gravières	0.0
gravons	0.05
gravos	0.01
gravos	0.0
gravosse	0.0
gravosses	0.0
gravure	0.88
gravures	0.57
gravât	0.0
gravèrent	0.14
gravé	3.58
gravé	0.35
gravée	1.05
gravée	0.19
gravées	0.82
gravées	0.03
gravés	1.13
gravés	0.09
gray	0.03
grays	0.08
grec	6.12
grec	6.31
grecque	3.69
grecque	0.41
grecques	0.96
grecques	0.06
grecs	1.37
grecs	4.58
gredin	1.25
gredine	0.02
gredins	0.55
green	1.04
greens	0.09
greffage	0.01
greffaient	0.0
greffais	0.01
greffait	0.0
greffant	0.01
greffe	0.04
greffe	3.31
greffe	0.63
greffent	0.14
greffer	0.84
greffera	0.01
grefferais	0.0
grefferons	0.0
grefferont	0.0
greffes	0.03
greffes	0.94
greffier	1.42
greffiers	0.04
greffière	0.08
greffon	0.18
greffons	0.16
greffé	0.44
greffé	0.05
greffé	0.01
greffée	0.04
greffée	0.26
greffées	0.01
greffées	0.0
greffés	0.2
greffés	0.03
greffés	0.03
grelot	0.11
grelots	0.32
grelotta	0.0
grelottaient	0.0
grelottais	0.01
grelottait	0.27
grelottant	0.1
grelottant	0.03
grelottante	0.0
grelottantes	0.0
grelottants	0.01
grelotte	0.65
grelottement	0.0
grelottements	0.0
grelottent	0.0
grelotter	0.14
grelottes	0.01
grelotteux	0.0
grelottions	0.14
grelottons	0.0
grelottèrent	0.0
grelotté	0.01
grelottée	0.0
greluche	0.29
greluches	0.28
greluchon	0.0
grenache	0.0
grenadage	0.03
grenade	6.32
grenader	0.05
grenades	5.35
grenadeur	0.01
grenadier	0.04
grenadiers	0.1
grenadine	0.02
grenadine	0.14
grenadines	0.27
grenadé	0.0
grenaille	0.0
grenailles	0.0
grenat	0.16
grenat	0.02
grenats	0.04
grenelle	0.0
greneta	0.0
greneuse	0.0
grenier	9.05
greniers	0.34
grenoblois	0.0
grenoblois	0.0
grenouillage	0.14
grenouillait	0.0
grenouillard	0.01
grenouillard	0.0
grenouille	5.74
grenouille-taureau	0.01
grenouilles	3.35
grenouillettes	0.0
grenouillère	0.06
grenouillères	0.05
grenu	0.01
grenue	0.0
grenues	0.0
grenures	0.0
grenus	0.0
grené	0.0
grenée	0.0
grenées	0.0
gressin	0.03
gressins	0.01
gretchen	1.89
gretchens	0.0
grevaient	0.0
grever	0.02
grevé	0.01
grevée	0.0
grevés	0.0
gri-gri	0.21
gribiche	0.0
gribiche	0.0
gribouilla	0.0
gribouillage	0.51
gribouillages	0.16
gribouillais	0.02
gribouillait	0.01
gribouillant	0.01
gribouille	0.1
gribouille	0.19
gribouillent	0.0
gribouiller	0.13
gribouilles	0.01
gribouilleur	0.06
gribouillez	0.03
gribouillis	0.85
gribouillé	0.18
gribouillée	0.01
gribouillées	0.0
gribouillés	0.0
grief	0.23
griefs	0.54
griffa	0.0
griffage	0.0
griffai	0.0
griffaient	0.02
griffais	0.01
griffait	0.1
griffant	0.05
griffe	1.06
griffe	0.47
griffent	0.2
griffer	0.64
griffera	0.02
grifferait	0.0
griffes	7.04
griffes	0.11
griffeur	0.01
griffon	0.57
griffonna	0.0
griffonnage	0.04
griffonnages	0.04
griffonnai	0.0
griffonnaient	0.0
griffonnais	0.01
griffonnait	0.16
griffonnant	0.03
griffonne	0.18
griffonnent	0.0
griffonner	0.1
griffonnes	0.03
griffonneur	0.14
griffonnez	0.02
griffonné	0.04
griffonnée	0.03
griffonnées	0.01
griffonnés	0.04
griffons	0.01
griffons	0.03
grifftons	0.0
griffu	0.16
griffue	0.0
griffues	0.01
griffure	0.19
griffures	0.63
griffus	0.04
griffé	1.4
griffé	0.06
griffée	0.21
griffée	0.04
griffées	0.0
griffées	0.01
griffés	0.05
griffés	0.02
grifton	0.0
grignota	0.0
grignotage	0.1
grignotages	0.0
grignotaient	0.02
grignotais	0.03
grignotait	0.03
grignotant	0.16
grignote	0.6
grignotement	0.04
grignotent	0.14
grignoter	1.69
grignotera	0.01
grignoterai	0.16
grignoteraient	0.0
grignoterons	0.1
grignoteront	0.01
grignoteurs	0.0
grignoteuses	0.0
grignotions	0.0
grignotis	0.0
grignotons	0.02
grignotèrent	0.0
grignoté	0.51
grignotée	0.01
grignotées	0.02
grignotés	0.0
grigou	0.02
grigri	0.46
grigris	0.02
gril	0.64
grill	1.66
grill-room	0.0
grilla	0.0
grillade	0.41
grilladerie	0.02
grillades	0.28
grillage	1.47
grillageront	0.0
grillages	0.01
grillagez	0.01
grillagé	0.01
grillagé	0.0
grillagée	0.12
grillagée	0.01
grillagées	0.04
grillagées	0.0
grillagés	0.0
grillagés	0.14
grillaient	0.0
grillais	0.01
grillait	0.06
grillant	0.16
grille	9.09
grille	1.91
grille-pain	2.9
grillent	0.24
griller	4.97
grillera	0.16
grillerai	0.02
grilleraient	0.02
grillerais	0.03
grillerait	0.01
grilleras	0.28
grillerez	0.12
grillerions	0.14
grilleront	0.01
grilles	1.92
grilles	0.23
grillez	0.16
grilliez	0.01
grilloirs	0.0
grillon	0.98
grillons	0.02
grillons	0.46
grillots	0.0
grillé	4.1
grillé	2.15
grillée	0.63
grillée	0.76
grillées	0.09
grillées	0.5
grillés	0.84
grillés	0.91
grils	0.04
grima	0.04
grimace	2.28
grimace	0.06
grimace-éclair	0.01
grimacement	0.0
grimacent	0.04
grimacer	0.16
grimaceries	0.0
grimaces	2.23
grimaces	0.02
grimacez	0.03
grimacier	0.0
grimacier	0.0
grimaciers	0.0
grimaciers	0.27
grimaciez	0.0
grimacions	0.0
grimacèrent	0.0
grimacé	0.05
grimage	0.02
grimait	0.0
grimant	0.0
grimasse	0.01
grimauds	0.0
grimaça	0.01
grimaçai	0.0
grimaçaient	0.0
grimaçais	0.0
grimaçait	0.02
grimaçant	0.1
grimaçant	0.14
grimaçante	0.0
grimaçantes	0.0
grimaçants	0.02
grimaçons	0.0
griment	0.0
grimer	0.01
grimes	0.48
grimes	0.01
grimoire	0.47
grimoires	0.02
grimpa	0.19
grimpai	0.0
grimpaient	0.04
grimpais	0.51
grimpait	0.39
grimpant	0.02
grimpant	0.1
grimpant	0.13
grimpante	0.11
grimpantes	0.04
grimpants	0.01
grimpants	0.0
grimpe	1.65
grimpe	6.12
grimpent	0.82
grimper	0.01
grimper	7.48
grimpera	0.2
grimperai	0.03
grimperaient	0.14
grimperais	0.17
grimperait	0.06
grimperez	0.02
grimperons	0.01
grimperont	0.2
grimpette	0.29
grimpettes	0.0
grimpeur	0.01
grimpeur	0.61
grimpeurs	0.25
grimpeuse	0.06
grimpez	1.59
grimpiez	0.19
grimpions	0.01
grimpons	0.29
grimpâmes	0.01
grimpât	0.0
grimpèrent	0.12
grimpé	2.01
grimpée	0.14
grimpée	0.0
grimpées	0.14
grimpés	0.04
grimé	0.13
grimée	0.0
grimées	0.0
grimés	0.0
grince	1.37
grincement	0.71
grincements	0.86
grincent	0.26
grincer	0.59
grincerait	0.01
grinces	0.04
grincez	0.0
grinche	0.02
grinche	0.01
grincheuse	0.35
grincheuse	0.05
grincheuses	0.02
grincheuses	0.01
grincheux	1.16
grincheux	1.0
grinchir	0.0
grincèrent	0.0
grincé	0.35
gringalet	0.17
gringalet	0.4
gringalets	0.01
gringalets	0.04
gringo	3.66
gringos	0.98
gringue	0.35
gringuer	0.0
grinça	0.0
grinçaient	0.0
grinçais	0.0
grinçait	0.19
grinçant	0.03
grinçant	0.32
grinçante	0.02
grinçantes	0.1
grinçants	0.03
grinçât	0.0
griot	0.16
griots	0.43
griotte	0.0
griottes	0.13
grip	0.2
grippa	0.0
grippaient	0.0
grippal	0.01
grippant	0.0
grippaux	0.02
grippe	8.02
grippe	0.14
grippe-sou	0.05
grippe-sou	0.13
grippe-sous	0.0
grippe-sous	0.12
grippements	0.0
gripper	0.04
gripperait	0.0
grippes	0.21
grippé	0.15
grippé	0.08
grippé	0.01
grippée	0.25
grippée	0.0
grippée	0.01
grippés	0.14
grippés	0.01
gris	11.05
gris	2.83
gris-blanc	0.0
gris-bleu	0.3
gris-bleu	0.0
gris-gris	0.22
gris-jaune	0.0
gris-perle	0.01
gris-rose	0.0
gris-vert	0.01
grisa	0.0
grisai	0.0
grisaient	0.0
grisaille	0.25
grisailles	0.0
grisaillèrent	0.0
grisais	0.0
grisait	0.0
grisant	0.29
grisant	0.0
grisante	0.21
grisantes	0.01
grisants	0.03
grisassent	0.0
grisbi	0.15
grise	7.25
grise	0.7
grisent	0.02
griser	0.09
grisera	0.0
griserie	0.02
griseries	0.0
grises	1.34
grises	0.02
grisette	0.0
grisettes	0.0
grison	0.01
grisonnaient	0.0
grisonnait	0.01
grisonnant	0.18
grisonnant	0.14
grisonnante	0.03
grisonnantes	0.12
grisonnants	0.15
grisonne	0.01
grisonne	0.14
grisonnent	0.01
grisonner	0.01
grisonné	0.01
grisons	0.0
grisotte	0.0
grisou	0.01
grisâtre	0.1
grisâtres	0.02
grisé	0.06
grisé	0.14
grisé	0.0
grisée	0.0
grisée	0.0
grisées	0.0
grisées	0.0
grisés	0.14
grisés	0.02
grisés	0.0
grive	0.52
grivelle	0.0
grivelures	0.0
grivelée	0.0
grives	1.21
grivet	0.01
griveton	0.0
grivetons	0.0
grivois	0.25
grivois	0.01
grivoise	0.12
grivoiserie	0.0
grivoiseries	0.03
grivoises	0.01
grivèlerie	0.0
grizzli	0.19
grizzlis	0.38
grizzly	0.72
grizzlys	0.02
grièvement	1.68
groenlandais	0.1
groenlandais	0.0
grog	0.52
groggy	0.71
grogna	0.02
grognai	0.0
grognaient	0.23
grognais	0.0
grognait	0.07
grognant	0.1
grognant	0.01
grognard	0.03
grognards	0.0
grognassaient	0.0
grognasse	0.14
grognasser	0.0
grognasses	0.03
grogne	0.42
grogne	1.55
grognement	0.65
grognements	0.68
grognent	0.08
grogner	0.69
grognera	0.0
grognes	0.0
grognes	0.25
grogneurs	0.0
grogneuse	0.0
grognions	0.0
grognon	0.71
grognon	0.29
grognonna	0.0
grognonne	0.02
grognonne	0.0
grognonner	0.01
grognons	0.06
grognons	0.03
grognèrent	0.0
grogné	0.11
grognées	0.0
grogs	0.12
groin	0.32
groins	0.11
grole	0.04
groles	0.03
grolle	0.04
grolles	0.1
grommela	0.01
grommelai	0.0
grommelaient	0.01
grommelait	0.01
grommelant	0.02
grommeler	0.03
grommelez	0.02
grommelle	0.01
grommellement	0.01
grommellements	0.0
grommellent	0.02
grommellerait	0.0
grommelèrent	0.0
grommelé	0.01
grommelée	0.0
gronda	0.04
grondai	0.0
grondaient	0.02
grondais	0.1
grondait	0.15
grondant	0.22
grondant	0.3
grondante	0.01
grondants	0.0
gronde	4.75
grondement	1.18
grondements	0.13
grondent	0.15
gronder	2.14
grondera	0.28
gronderai	0.01
gronderait	0.04
gronderies	0.0
grondes	0.15
grondeur	0.0
grondeurs	0.0
grondeuse	0.0
grondeuses	0.0
grondez	0.15
grondin	0.0
grondins	0.0
grondèrent	0.01
grondé	0.33
grondée	0.12
grondés	0.01
groom	1.02
grooms	0.14
gros	180.91
gros	3.39
gros	22.1
gros-bec	0.06
gros-becs	0.0
gros-cul	0.04
gros-grain	0.0
gros-porteur	0.02
groschen	0.0
groseille	0.3
groseille	0.29
groseilles	0.94
groseillier	0.01
groseilliers	0.16
grosse	70.63
grosse	5.57
grosses	15.41
grosses	1.58
grossesse	6.63
grossesses	0.46
grosseur	1.08
grosseurs	0.04
grossi	0.64
grossi	3.85
grossie	0.0
grossie	0.0
grossier	6.77
grossier	0.97
grossiers	0.9
grossiers	0.3
grossies	0.0
grossir	3.3
grossira	0.05
grossirent	0.0
grossirez	0.0
grossiront	0.04
grossis	0.14
grossis	0.38
grossissaient	0.02
grossissais	0.02
grossissait	0.32
grossissant	0.02
grossissant	0.04
grossissante	0.03
grossissantes	0.0
grossissants	0.28
grossisse	0.09
grossissement	0.06
grossissent	0.43
grossisses	0.02
grossissez	0.07
grossiste	0.5
grossistes	0.2
grossit	1.96
grossium	0.0
grossiums	0.01
grossière	3.3
grossièrement	0.61
grossières	0.67
grossièreté	1.96
grossièretés	0.74
grosso modo	0.44
grotesque	5.01
grotesque	0.78
grotesquement	0.04
grotesques	0.57
grotesques	0.01
grotte	8.96
grottes	3.28
grouillaient	0.06
grouillais	0.0
grouillait	0.27
grouillant	0.04
grouillant	0.11
grouillante	0.04
grouillantes	0.03
grouillants	0.03
grouille	15.56
grouillement	0.02
grouillements	0.14
grouillent	0.65
grouiller	0.89
grouillera	0.05
grouillerait	0.04
grouilleront	0.01
grouilles	0.48
grouillez	4.08
grouillis	0.0
grouillons	0.19
grouillot	0.1
grouillots	0.03
grouillèrent	0.0
grouillé	0.02
grouillées	0.0
grouiner	0.01
groumais	0.0
groumait	0.0
groumant	0.0
groume	0.0
groumer	0.0
ground	0.27
group	7.41
groupa	0.0
groupage	0.01
groupaient	0.0
groupais	0.0
groupait	0.01
groupant	0.0
groupe	90.16
groupe	0.61
groupement	0.96
groupements	0.02
groupent	0.0
grouper	0.44
grouperaient	0.0
grouperont	0.1
groupes	14.21
groupez	0.04
groupie	0.86
groupies	0.48
groupons	0.2
groups	0.25
groupuscule	0.2
groupuscules	0.16
groupât	0.0
groupèrent	0.0
groupé	0.25
groupé	0.09
groupée	0.11
groupée	0.11
groupées	0.1
groupées	0.05
groupés	1.25
groupés	0.26
grouse	0.28
grouses	0.0
gruau	0.69
gruaux	0.04
grue	3.54
grues	1.22
gruge	0.04
grugeaient	0.0
grugeait	0.01
grugeant	0.0
gruger	0.21
grugé	0.21
grugée	0.01
grume	0.01
grumeau	0.02
grumeaux	0.26
grumeleuse	0.01
grumeleuses	0.02
grumeleux	0.29
grumes	0.11
grumier	0.01
grunge	0.27
gruppetto	0.0
gruta	0.0
grute	0.0
grutier	0.14
grutiers	0.0
grutière	0.0
gruyère	1.02
grâce	32.08
grâce	0.7
grâce	85.61
grâces	2.5
grèbe	0.02
grèbes	0.0
grège	0.0
grège	0.0
grèges	0.0
grègues	0.0
grène	0.0
grènera	0.0
grès	0.31
grève	0.04
grève	14.54
grèvent	0.0
grèverait	0.0
grèves	0.1
grèves	1.33
gré	11.36
gréage	0.01
grébiche	0.01
gréco	0.15
gréco-latine	0.0
gréco-latines	0.0
gréco-romain	0.03
gréco-romaine	0.42
gréco-romaines	0.01
gréco-romains	0.0
gréement	0.26
gréements	0.0
gréer	0.03
gréez	0.01
grégaire	0.11
grégeois	0.05
grégorien	0.03
grégorienne	0.0
grégoriens	0.02
grésil	0.0
grésilla	0.0
grésillaient	0.0
grésillait	0.0
grésillant	0.01
grésillant	0.0
grésillante	0.14
grésillantes	0.0
grésille	0.16
grésillement	0.17
grésillements	0.29
grésillent	0.03
grésiller	0.16
grésillerait	0.0
grésillé	0.0
gréviste	0.16
gréviste	0.28
grévistes	0.01
grévistes	1.22
gréé	0.01
gréée	0.02
gréées	0.0
grêlaient	0.0
grêlait	0.0
grêle	0.53
grêle	1.05
grêle	0.2
grêlent	0.0
grêler	0.03
grêleraient	0.0
grêles	0.01
grêles	0.0
grêlon	0.0
grêlons	0.33
grêlé	0.02
grêlé	0.3
grêlée	0.0
grêlée	0.01
grêlées	0.0
grêlés	0.0
grêlés	0.0
guacamole	0.43
guadeloupéenne	0.0
guanaco	0.01
guanine	0.04
guano	0.23
guaracha	0.02
guarani	0.0
guatémaltèque	0.07
guatémaltèque	0.01
guelfe	0.0
guelfe	0.1
guelfes	0.0
guenille	0.04
guenilles	0.37
guenilleux	0.0
guenillons	0.0
guenipe	0.0
guenon	0.37
guenons	0.2
guerre	212.82
guerre-éclair	0.01
guerres	8.83
guerrier	2.44
guerrier	9.07
guerriers	1.96
guerriers	7.68
guerrière	0.88
guerrières	1.41
guerroient	0.0
guerroyai	0.0
guerroyaient	0.0
guerroyait	0.0
guerroyant	0.14
guerroyer	0.14
guerroyeur	0.0
guerroyé	0.03
guet	3.29
guet-apens	0.68
guets	0.0
guets-apens	0.0
guetta	0.0
guettai	0.0
guettaient	0.16
guettais	0.24
guettait	0.52
guettant	0.3
guette	0.04
guette	3.79
guettent	1.13
guetter	1.01
guettera	0.0
guetterai	0.05
guetterais	0.0
guetterait	0.11
guetterez	0.01
guetterons	0.02
guetteront	0.02
guettes	0.0
guettes	0.23
guetteur	0.6
guetteurs	0.49
guetteuse	0.0
guetteuses	0.0
guettez	0.23
guettiez	0.01
guettions	0.14
guettons	0.12
guettât	0.0
guettèrent	0.0
guetté	0.41
guettée	0.02
guettées	0.0
guettés	0.0
gueugueule	0.0
gueula	0.0
gueulai	0.0
gueulaient	0.13
gueulais	0.17
gueulait	0.23
gueulant	0.31
gueulante	0.13
gueulantes	0.01
gueulard	0.12
gueulard	0.2
gueularde	0.01
gueularde	0.02
gueulards	0.01
gueulards	0.01
gueule	118.45
gueule	3.39
gueule-de-loup	0.03
gueulement	0.0
gueulements	0.0
gueulent	0.18
gueuler	3.97
gueulera	0.03
gueulerai	0.02
gueulerais	0.0
gueulerait	0.01
gueules	6.77
gueules	0.52
gueules-de-loup	0.0
gueuleton	0.52
gueuletonnait	0.0
gueuletonner	0.0
gueuletons	0.12
gueulette	0.01
gueulettes	0.0
gueulez	0.07
gueuloir	0.0
gueulé	0.79
gueulée	0.0
gueulés	0.0
gueusant	0.0
gueusards	0.0
gueuse	0.73
gueuserie	0.0
gueuses	0.01
gueuses	0.0
gueux	2.14
gueuze	0.0
gugusse	1.06
gugusses	0.06
gui	2.9
guibole	0.05
guiboles	0.08
guibolle	0.0
guibolles	0.11
guiche	0.06
guiches	0.0
guichet	2.92
guichetier	0.16
guichetiers	0.01
guichetière	0.14
guichets	0.89
guida	0.31
guidage	1.19
guidai	0.0
guidaient	0.17
guidais	0.0
guidait	0.13
guidance	0.01
guidant	0.2
guide	14.69
guide	5.92
guide-interprète	0.0
guident	0.39
guider	7.29
guidera	1.57
guiderai	0.8
guiderait	0.2
guideras	0.06
guiderez	0.09
guideront	0.27
guides	2.84
guides	0.3
guidez	0.85
guidiez	0.09
guidon	1.26
guidons	0.16
guidons	0.01
guidèrent	0.0
guidé	2.81
guidée	1.55
guidées	0.4
guidés	1.25
guigna	0.0
guignaient	0.01
guignais	0.01
guignait	0.01
guignant	0.0
guigne	0.93
guigne	0.01
guigner	0.0
guignes	0.0
guignol	2.14
guignolades	0.0
guignolesque	0.0
guignolet	0.0
guignols	1.16
guignon	0.0
guilde	0.56
guildes	0.01
guili-guili	0.16
guillaume	0.0
guillaumes	0.0
guilledou	0.02
guillemet	0.01
guillemets	0.5
guillemot	0.11
guilleret	0.14
guillerets	0.01
guillerette	0.07
guillerettes	0.0
guilloche	0.01
guillochures	0.0
guilloché	0.0
guillochée	0.01
guillochées	0.0
guillochés	0.0
guillotina	0.0
guillotinaient	0.0
guillotinait	0.0
guillotine	1.07
guillotine	0.14
guillotinent	0.01
guillotiner	0.45
guillotines	0.01
guillotines	0.0
guillotineur	0.0
guillotineurs	0.0
guillotiné	0.2
guillotiné	0.0
guillotinée	0.0
guillotinée	0.0
guillotinées	0.0
guillotinés	0.01
guillotinés	0.01
guimauve	1.25
guimauves	0.24
guimbarde	0.57
guimbardes	0.03
guimpe	0.19
guimpes	0.0
guinchait	0.0
guinche	0.0
guincher	0.1
guinches	0.0
guinches	0.01
guindaient	0.0
guindait	0.0
guindal	0.0
guindals	0.0
guindant	0.1
guindant	0.0
guinde	0.01
guindeau	0.02
guinder	0.0
guindé	0.13
guindé	0.55
guindée	0.0
guindée	0.06
guindées	0.03
guindés	0.01
guindés	0.04
guinguette	0.14
guinguettes	0.0
guinée	0.1
guinéen	0.0
guinéenne	0.0
guinéennes	0.0
guinéens	0.0
guinées	1.3
guipure	0.14
guipures	0.14
guirlande	0.62
guirlandes	1.03
guise	6.26
guises	0.0
guitare	12.78
guitares	1.08
guitariste	1.76
guitaristes	0.53
guitoune	0.0
guitounes	0.0
gulden	0.1
gun	1.15
guna	0.04
guns	0.36
guppy	0.55
guru	0.08
gus	8.5
gusse	0.14
gustatif	0.05
gustation	0.0
gustative	0.02
gustatives	0.14
gusto	0.88
gut	0.64
gutta-percha	0.03
guttural	0.04
gutturale	0.01
gutturales	0.0
gutturales	0.0
gutturaux	0.01
guyanais	0.0
guzla	0.0
guède	0.02
guère	17.02
gué	0.98
gué	0.02
guéable	0.0
guéguerre	0.04
guéguerres	0.02
guépard	0.27
guépards	0.17
guéret	0.0
guérets	0.01
guéri	1.44
guéri	9.04
guéridon	0.69
guéridons	0.01
guérie	1.33
guérie	3.84
guéries	0.16
guéries	0.13
guérilla	1.89
guérillas	0.28
guérillero	0.67
guérilleros	2.14
guérir	17.7
guérira	2.28
guérirai	0.69
guérirais	0.03
guérirait	0.29
guériras	0.66
guérirez	0.33
guérirons	0.02
guériront	0.28
guéris	0.53
guéris	2.03
guérison	5.43
guérisons	0.41
guérissable	0.01
guérissables	0.0
guérissaient	0.16
guérissais	0.02
guérissait	0.14
guérissant	0.1
guérisse	1.95
guérissent	0.86
guérisses	0.05
guérisseur	1.95
guérisseurs	0.24
guérisseuse	0.92
guérisseuses	0.1
guérissez	0.35
guérissiez	0.04
guérissons	0.11
guérit	3.62
guérite	0.05
guérites	0.01
guérît	0.0
guévariste	0.0
guévariste	0.0
guêpe	2.73
guêpes	0.64
guêpier	0.27
guêpière	0.05
guêpières	0.01
guêtre	0.03
guêtres	0.36
guêtré	0.0
guêtré	0.0
guêtrés	0.0
gy	0.0
gym	9.18
gymkhana	0.05
gymnase	4.11
gymnases	0.17
gymnasium	0.0
gymnaste	0.26
gymnastes	0.1
gymnastique	2.74
gymnastiques	0.11
gymnique	0.0
gymniques	0.0
gymnopédie	0.0
gymnosophiste	0.0
gymnosophistes	0.0
gynéco	0.96
gynécologie	0.28
gynécologique	0.15
gynécologiques	0.02
gynécologue	1.38
gynécologues	0.17
gynécomastie	0.03
gynécée	0.01
gynécées	0.0
gypaète	0.08
gypse	0.09
gypses	0.0
gypseuse	0.0
gypseux	0.0
gypsophile	0.06
gypsophiles	0.02
gyrins	0.0
gyrocompas	0.14
gyrophare	0.3
gyrophares	0.26
gyroscope	0.46
gyroscopes	0.04
gyroscopique	0.02
gyrus	0.01
gâcha	0.0
gâchage	0.0
gâchaient	0.02
gâchais	0.1
gâchait	0.19
gâchant	0.03
gâche	0.34
gâche	7.08
gâchent	0.66
gâcher	18.26
gâchera	0.31
gâcherai	0.7
gâcheraient	0.03
gâcherais	0.26
gâcherait	0.56
gâcheras	0.08
gâcherez	0.05
gâcheriez	0.26
gâches	0.01
gâches	2.24
gâchette	4.89
gâchettes	0.19
gâcheur	0.01
gâcheurs	0.0
gâcheuse	0.0
gâchez	1.53
gâchiez	0.04
gâchis	6.24
gâchons	0.9
gâchât	0.0
gâché	14.1
gâchée	1.77
gâchées	0.3
gâchés	0.1
gâpette	0.0
gâta	0.0
gâtaient	0.04
gâtais	0.03
gâtait	0.03
gâtant	0.23
gâte	2.96
gâte-bois	0.0
gâte-sauce	0.0
gâteau	42.33
gâteaux	12.85
gâtent	0.54
gâter	1.8
gâtera	0.35
gâterais	0.02
gâterait	0.02
gâterie	0.98
gâteries	0.36
gâteront	0.0
gâtes	1.22
gâteuse	0.01
gâteuse	0.25
gâteuses	0.0
gâteux	1.47
gâteux	0.66
gâtez	0.46
gâtifie	0.0
gâtine	0.0
gâtisme	0.02
gâtât	0.0
gâtèrent	0.0
gâté	1.54
gâté	1.29
gâtée	1.23
gâtée	1.68
gâtées	0.07
gâtées	0.15
gâtés	0.42
gâtés	0.54
gèle	6.57
gèlent	0.58
gèlera	0.48
gèlerai	0.3
gèlerait	0.18
gèles	0.26
gène	4.18
gènes	3.9
gère	6.08
gèrent	0.37
géant	8.6
géant	6.71
géante	2.81
géante	0.68
géantes	0.94
géantes	0.1
géants	1.57
géants	4.19
gégène	0.12
géhenne	0.57
géhennes	0.01
gélatine	0.87
gélatines	0.0
gélatineuse	0.01
gélatineuses	0.01
gélatineux	0.13
gélatino-bromure	0.0
gélifiant	0.01
gélification	0.0
gélifié	0.0
géline	0.01
gélines	0.0
gélinotte	0.0
gélolevure	0.0
gélose	0.01
gélule	0.04
gélules	0.33
gémeau	0.04
gémeau	0.12
gémeaux	0.03
gémeaux	0.29
gémellaire	0.01
gémellaires	0.0
gémellité	0.17
gémi	0.28
gémie	0.01
gémir	2.38
gémira	0.04
gémirai	0.01
gémiraient	0.0
gémirais	0.1
gémirait	0.0
gémirent	0.0
gémis	0.93
gémissaient	0.12
gémissais	0.07
gémissait	0.52
gémissant	0.19
gémissant	0.04
gémissante	0.0
gémissantes	0.02
gémissants	0.02
gémisse	0.03
gémissement	0.97
gémissements	4.18
gémissent	0.45
gémisseur	0.0
gémisseurs	0.0
gémissez	0.17
gémissiez	0.01
gémit	3.88
gémonies	0.01
génial	115.27
géniale	15.86
génialement	0.04
géniales	1.62
génialité	0.0
géniaux	1.72
génie	34.65
génies	3.36
génique	0.4
génisse	0.69
génisses	0.15
génital	0.16
génitale	0.08
génitales	0.81
génitalité	0.0
génitaux	1.38
géniteur	0.33
géniteurs	0.03
génitoires	0.0
génitrice	0.14
génitrices	0.02
génocidaire	0.04
génocide	1.18
génocides	0.08
génois	0.17
génois	0.04
génoise	0.12
génoises	0.21
génome	0.63
génomique	0.09
génomique	0.04
génomiques	0.02
génotype	0.08
génotypes	0.04
génovéfains	0.0
génuflexion	0.03
génuflexions	0.0
génuine	0.0
génère	0.93
génères	0.03
généalogie	0.28
généalogies	0.0
généalogique	0.69
généalogiques	0.07
généalogiste	0.04
généalogistes	0.14
général	27.96
général	119.61
générale	10.27
générale	1.4
généralement	7.79
générales	0.95
générales	0.0
généralife	0.0
généralisable	0.0
généralisait	0.0
généralisant	0.0
généralisation	0.05
généralisations	0.02
généralise	0.14
généraliser	0.44
généralisez	0.01
généralisions	0.0
généralissime	0.12
généraliste	0.18
généraliste	0.45
généralistes	0.03
généralistes	0.27
généralisé	0.03
généralisé	0.25
généralisée	0.04
généralisée	0.08
généralisées	0.0
généralité	0.11
généralités	0.3
générant	0.07
générateur	0.44
générateur	6.44
générateurs	0.19
générateurs	2.2
génératif	0.01
génération	13.38
générationnel	0.27
générations	7.13
générative	0.01
génératrice	0.04
génératrice	0.29
génératrices	0.0
génératrices	0.02
généraux	2.13
généraux	3.83
générer	1.05
