ortho	freqf
discutâmes	0.0
discutât	0.1
discutèrent	0.02
discuté	10.85
discuté	0.78
discutée	0.2
discutée	0.01
discutées	0.02
discutées	0.0
discutés	0.12
dise	53.46
disent	88.46
disert	0.0
diserte	0.01
dises	11.41
disette	0.06
disettes	0.0
diseur	0.26
diseurs	0.06
diseuse	0.14
diseuses	0.06
disfonctionnement	0.44
disgracia	0.0
disgraciaient	0.0
disgraciait	0.0
disgracier	0.01
disgraciera	0.0
disgracieuse	0.01
disgracieusement	0.0
disgracieuses	0.04
disgracieux	0.09
disgracié	0.06
disgracié	0.16
disgraciée	0.01
disgraciée	0.01
disgraciées	0.0
disgraciés	0.01
disgraciés	0.0
disgrâce	1.76
disgrâces	0.0
disharmonie	0.01
disiez	20.36
disions	1.54
disjoignait	0.0
disjoignant	0.0
disjoignent	0.0
disjoindre	0.0
disjoint	0.0
disjoint	0.1
disjointe	0.0
disjointe	0.01
disjointes	0.0
disjointes	0.0
disjoints	0.1
disjoints	0.02
disjoncta	0.0
disjonctais	0.01
disjonctait	0.02
disjoncte	0.47
disjonctent	0.02
disjoncter	0.4
disjoncterais	0.02
disjoncterait	0.04
disjonctes	0.57
disjoncteur	1.34
disjoncteurs	0.11
disjonctez	0.03
disjonction	0.0
disjonctions	0.0
disjoncté	1.65
disjonctée	0.05
disjonctés	0.02
diskette	0.0
dislocation	0.16
dislocations	0.0
disloqua	0.0
disloquai	0.0
disloquaient	0.0
disloquait	0.0
disloquant	0.0
disloque	0.12
disloquent	0.01
disloquer	0.18
disloquerai	0.01
disloqueront	0.0
disloquât	0.0
disloquèrent	0.0
disloqué	0.05
disloqué	0.07
disloquée	0.05
disloquée	0.02
disloquées	0.01
disloquées	0.0
disloqués	0.11
disloqués	0.03
disons	45.13
disparais	8.97
disparaissaient	0.33
disparaissais	0.29
disparaissait	1.11
disparaissant	0.01
disparaissant	0.32
disparaissante	0.0
disparaisse	2.94
disparaissent	6.65
disparaisses	0.23
disparaissez	4.32
disparaissiez	0.17
disparaissions	0.14
disparaissons	0.23
disparate	0.02
disparate	0.01
disparates	0.25
disparates	0.0
disparaît	10.02
disparaîtra	3.04
disparaîtrai	0.41
disparaîtraient	0.34
disparaîtrais	0.23
disparaîtrait	0.73
disparaîtras	0.22
disparaître	27.16
disparaîtrez	0.12
disparaîtrions	0.01
disparaîtrons	0.18
disparaîtront	0.59
disparition	14.83
disparitions	1.5
disparité	0.07
disparu	86.21
disparu	3.7
disparu	3.99
disparue	4.33
disparue	2.38
disparue	2.4
disparues	1.38
disparues	1.55
disparues	0.41
disparurent	0.45
disparus	2.96
disparus	2.18
disparus	3.27
disparut	2.05
disparûmes	0.01
disparût	0.01
dispatchais	0.01
dispatchait	0.0
dispatche	0.04
dispatcher	0.01
dispatching	0.12
dispendieuse	0.0
dispendieusement	0.0
dispendieux	0.07
dispensa	0.0
dispensable	0.01
dispensaient	0.02
dispensaire	1.71
dispensaires	0.04
dispensais	0.0
dispensait	0.38
dispensant	0.01
dispensateur	0.0
dispensateur	0.02
dispensateurs	0.0
dispensateurs	0.0
dispensation	0.0
dispensatrice	0.0
dispensatrices	0.0
dispense	1.08
dispense	1.14
dispensent	0.25
dispenser	0.33
dispenserait	0.03
dispenseras	0.0
dispenses	0.02
dispenses	0.03
dispensez	0.17
dispensât	0.0
dispensèrent	0.01
dispensé	0.47
dispensé	0.03
dispensée	0.35
dispensées	0.01
dispensées	0.0
dispensés	0.07
dispensés	0.01
dispersa	0.01
dispersaient	0.01
dispersait	0.02
dispersant	0.0
dispersant	0.04
disperse	1.35
dispersement	0.01
dispersent	0.35
disperser	2.27
dispersera	0.08
disperserai	0.16
disperseraient	0.01
disperserait	0.0
disperserons	0.01
disperseront	0.02
disperses	0.12
dispersez	3.24
dispersif	0.01
dispersion	0.93
dispersions	0.1
dispersions	0.0
dispersons	0.3
dispersât	0.0
dispersèrent	0.0
dispersé	0.86
dispersé	0.18
dispersée	0.36
dispersée	0.28
dispersées	0.41
dispersées	0.08
dispersés	0.86
dispersés	0.13
dispo	0.44
disponibilité	1.01
disponibilités	0.21
disponible	8.74
disponibles	4.46
dispos	0.75
disposa	0.0
disposai	0.01
disposaient	0.05
disposais	0.08
disposait	0.14
disposant	0.0
disposant	0.16
disposas	0.0
dispose	0.05
dispose	3.48
disposent	0.56
disposer	7.4
disposera	0.21
disposerai	0.17
disposeraient	0.0
disposerais	0.0
disposerait	0.01
disposeras	0.0
disposerez	0.17
disposerons	0.13
disposeront	0.0
disposes	0.34
disposez	2.15
disposiez	0.02
disposions	0.1
dispositif	4.65
dispositifs	0.73
disposition	11.62
dispositions	3.37
disposons	0.81
disposâmes	0.0
disposât	0.0
disposèrent	0.0
disposé	2.96
disposé	0.18
disposée	0.94
disposée	0.08
disposées	0.26
disposées	0.02
disposés	0.91
disposés	0.05
disproportion	0.27
disproportionnelle	0.01
disproportionné	0.22
disproportionné	0.2
disproportionnée	0.12
disproportionnée	0.29
disproportionnées	0.11
disproportionnées	0.01
disproportionnés	0.03
disproportions	0.0
disputa	0.0
disputaient	1.21
disputais	0.15
disputait	1.73
disputant	0.37
dispute	11.48
dispute	4.06
disputent	3.16
disputer	10.54
disputera	0.48
disputerai	0.22
disputeraient	0.03
disputerait	0.2
disputerez	0.02
disputerons	0.11
disputeront	0.59
disputes	5.07
disputes	0.29
disputeur	0.0
disputez	2.37
disputiez	0.74
disputions	0.15
disputons	1.27
disputâmes	0.01
disputât	0.0
disputèrent	0.01
disputé	2.96
disputé	0.06
disputée	1.22
disputée	0.01
disputées	0.83
disputées	0.02
disputés	6.59
disputés	0.33
disquaire	0.42
disquaires	0.04
disqualifiait	0.0
disqualifiant	0.01
disqualification	0.14
disqualifications	0.01
disqualifie	0.19
disqualifient	0.15
disqualifier	0.14
disqualifié	0.59
disqualifié	0.19
disqualifiée	0.17
disqualifiée	0.04
disqualifiées	0.05
disqualifiées	0.01
disqualifiés	0.21
disqualifiés	0.02
disque	20.36
disque-jockey	0.01
disques	13.26
disquette	1.81
disquettes	0.67
disruptif	0.01
disruption	0.01
dissection	0.61
dissections	0.28
dissemblable	0.02
dissemblables	0.03
dissemblance	0.0
dissension	0.11
dissensions	0.36
dissent	0.04
dissentiment	0.02
dissentiments	0.0
dissertait	0.02
dissertant	0.0
dissertation	1.4
dissertations	0.1
disserte	0.11
dissertent	0.0
disserter	0.04
disserterait	0.01
dissertes	0.01
disserté	0.02
dissidence	0.27
dissidences	0.01
dissident	0.25
dissident	0.33
dissidente	0.09
dissidentes	0.02
dissidentes	0.0
dissidents	0.25
dissidents	0.55
dissimilaires	0.01
dissimiler	0.01
dissimula	0.14
dissimulables	0.0
dissimulai	0.0
dissimulaient	0.04
dissimulais	0.03
dissimulait	0.3
dissimulant	0.26
dissimulateur	0.01
dissimulateurs	0.02
dissimulation	1.35
dissimulations	0.11
dissimulatrice	0.0
dissimulatrices	0.0
dissimule	1.22
dissimulent	0.11
dissimuler	3.72
dissimulera	0.01
dissimuleraient	0.01
dissimulerais	0.0
dissimulerait	0.04
dissimulerons	0.0
dissimules	0.02
dissimulez	0.53
dissimuliez	0.0
dissimulions	0.0
dissimulons	0.04
dissimulât	0.0
dissimulèrent	0.0
dissimulé	1.24
dissimulé	0.06
dissimulée	0.31
dissimulée	0.08
dissimulées	0.2
dissimulées	0.03
dissimulés	0.45
dissimulés	0.03
dissipa	0.12
dissipaient	0.01
dissipait	0.01
dissipant	0.03
dissipateur	0.01
dissipateurs	0.0
dissipation	0.04
dissipations	0.0
dissipe	1.26
dissipent	0.22
dissiper	1.43
dissipera	0.33
dissiperais	0.0
dissiperait	0.04
dissiperont	0.08
dissipez	0.05
dissipèrent	0.01
dissipé	0.75
dissipé	0.22
dissipée	0.34
dissipée	0.03
dissipées	0.02
dissipées	0.03
dissipés	0.07
dissipés	0.02
dissocia	0.0
dissociaient	0.0
dissociait	0.0
dissociant	0.0
dissociatif	0.17
dissociatifs	0.01
dissociation	0.32
dissociations	0.0
dissociative	0.1
dissocie	0.02
dissocient	0.01
dissocier	0.33
dissocierons	0.0
dissocié	0.33
dissociée	0.07
dissociées	0.03
dissociés	0.04
dissolu	0.12
dissolue	0.47
dissolues	0.12
dissolus	0.11
dissolution	0.8
dissolvaient	0.0
dissolvait	0.01
dissolvant	0.01
dissolvant	0.38
dissolvant	0.11
dissolvante	0.0
dissolvantes	0.0
dissolvants	0.0
dissolvants	0.03
dissolve	0.07
dissolvent	0.04
dissolves	0.01
dissonance	0.14
dissonances	0.28
dissonant	0.0
dissonant	0.01
dissonants	0.0
dissoudra	0.03
dissoudrai	0.0
dissoudrait	0.01
dissoudre	1.38
dissoudront	0.04
dissous	1.19
dissous	0.06
dissout	1.03
dissoute	0.4
dissoutes	0.07
dissuada	0.0
dissuadai	0.0
dissuadait	0.01
dissuadant	0.01
dissuade	0.15
dissuadent	0.02
dissuader	2.62
dissuadera	0.1
dissuaderas	0.01
dissuaderez	0.03
dissuaderont	0.02
dissuadez	0.26
dissuadiez	0.01
dissuadèrent	0.0
dissuadé	0.25
dissuadée	0.13
dissuadés	0.03
dissuasif	0.19
dissuasion	0.29
dissuasive	0.02
dissymétrie	0.14
dissymétrique	0.0
dissymétriques	0.0
dissèque	0.29
dissèquent	0.01
dissémina	0.0
disséminait	0.0
disséminant	0.01
dissémination	0.07
disséminent	0.01
disséminer	0.18
disséminèrent	0.0
disséminé	0.01
disséminé	0.02
disséminée	0.01
disséminée	0.01
disséminées	0.06
disséminées	0.01
disséminés	0.17
disséminés	0.04
disséquai	0.01
disséquait	0.01
disséquant	0.03
disséquer	0.64
disséqueraient	0.0
disséquerais	0.02
disséqueur	0.01
disséquez	0.07
disséquiez	0.03
disséquions	0.0
disséquons	0.03
disséqué	0.32
disséquée	0.07
disséqués	0.04
distal	0.15
distale	0.01
distance	26.13
distance	0.57
distancent	0.01
distancer	0.3
distancerez	0.01
distances	5.43
distances	0.11
distanciation	0.01
distancier	0.15
distancié	0.1
distancé	0.08
distancée	0.12
distancés	0.03
distant	2.47
distante	0.66
distantes	0.08
distants	0.28
distança	0.0
distançait	0.0
distançant	0.01
distançons	0.01
distaux	0.03
distend	0.02
distendaient	0.0
distendait	0.0
distendant	0.0
distende	0.0
distendent	0.0
distendit	0.0
distendrait	0.0
distendre	0.0
distendu	0.11
distendu	0.1
distendue	0.0
distendue	0.01
distendues	0.01
distendues	0.0
distendus	0.27
distendus	0.01
distension	0.07
distillaient	0.0
distillait	0.0
distillant	0.01
distillat	0.07
distillateur	0.02
distillateurs	0.03
distillation	0.04
distillations	0.0
distille	0.14
distillent	0.15
distiller	0.23
distillera	0.0
distillerie	0.84
distilleries	0.14
distilleront	0.0
distillez	0.03
distillé	0.25
distillée	0.27
distillées	0.0
distillés	0.05
distinct	0.31
distincte	0.26
distinctement	1.48
distinctes	1.38
distinctif	0.34
distinctifs	0.28
distinction	2.38
distinctions	0.48
distinctive	0.06
distinctives	0.03
distincts	0.61
distingua	0.01
distinguai	0.0
distinguaient	0.02
distinguais	0.4
distinguait	0.52
distinguant	0.0
distingue	3.59
distinguent	0.36
distinguer	5.74
distinguera	0.04
distingueraient	0.01
distinguerait	0.0
distinguerez	0.01
distingues	0.32
distinguez	0.22
distinguions	0.1
distinguo	0.04
distinguons	0.01
distinguos	0.02
distinguât	0.0
distinguèrent	0.0
distingué	1.04
distingué	2.81
distinguée	0.22
distinguée	1.23
distinguées	0.01
distinguées	0.21
distingués	0.14
distingués	0.8
distord	0.0
distordant	0.0
distordre	0.01
distordu	0.02
distordue	0.06
distordues	0.0
distorsion	0.8
distorsions	0.26
distraction	2.8
distractions	1.18
distractives	0.0
distraie	0.02
distraient	0.37
distraies	0.01
distraira	0.41
distrairaient	0.0
distrairait	0.05
distraire	7.56
distrairont	0.01
distrais	0.76
distrait	4.45
distrait	1.31
distrait	0.47
distraite	1.2
distraite	0.58
distraitement	0.11
distraites	0.05
distraites	0.01
distraits	0.29
distraits	0.23
distraits	0.05
distrayaient	0.0
distrayais	0.04
distrayait	0.15
distrayant	0.19
distrayant	0.64
distrayante	0.25
distrayantes	0.03
distrayants	0.03
distrayez	0.34
distrayons	0.11
distribua	0.18
distribuai	0.0
distribuaient	0.18
distribuais	0.14
distribuait	0.41
distribuant	0.31
distribue	2.0
distribuent	0.42
distribuer	4.9
distribuera	0.15
distribuerai	0.36
distribuerais	0.02
distribuerait	0.0
distribuerez	0.19
distribuerions	0.0
distribuerons	0.02
distribueront	0.04
distribues	0.56
distribuez	0.91
distribuiez	0.01
distribuions	0.01
distribuons	0.1
distributeur	6.03
distributeurs	1.84
distribution	4.63
distributions	0.14
distributive	0.0
distributrice	0.0
distributrice	0.02
distribuât	0.0
distribuèrent	0.0
distribué	2.17
distribué	0.06
distribuée	0.35
distribuée	0.01
distribuées	0.34
distribuées	0.02
distribués	0.28
distribués	0.16
district	5.85
districts	0.29
dit	2146.01
dit	9.71
dit	7.25
dite	4.53
dite	0.95
dites	311.69
dites	10.59
dithyrambe	0.0
dithyrambes	0.0
dithyrambique	0.01
dithyrambiques	0.02
dito	0.0
dits	1.52
dits	0.0
dits	0.02
diurnal	0.0
diurne	0.07
diurnes	0.01
diurèse	0.07
diurétique	0.14
diurétique	0.08
diurétiques	0.14
diurétiques	0.12
diva	3.6
divagant	0.0
divagants	0.0
divagation	0.0
divagations	0.53
divaguaient	0.0
divaguait	0.19
divaguant	0.03
divague	1.27
divaguent	0.01
divaguer	0.44
divagues	0.59
divaguez	0.32
divagué	0.07
divan	4.89
divans	0.03
divas	0.56
dive	0.0
diverge	0.17
divergeaient	0.03
divergeait	0.01
divergeant	0.0
divergence	0.41
divergences	0.77
divergent	0.25
divergent	0.07
divergente	0.02
divergentes	0.31
divergents	0.03
divergeons	0.02
diverger	0.01
divergez	0.01
divergions	0.01
divergé	0.06
divers	2.18
divers	3.6
diverse	0.03
diversement	0.04
diverses	1.47
diverses	3.08
diversifiant	0.0
diversification	0.14
diversifie	0.09
diversifient	0.04
diversifier	0.23
diversifié	0.05
diversifiée	0.06
diversifiées	0.03
diversifiés	0.05
diversion	4.26
diversions	0.07
diversité	1.01
diversités	0.01
diverti	0.28
diverticule	0.03
diverticulose	0.04
divertie	0.08
divertimento	0.0
divertir	2.71
divertira	0.01
divertirait	0.02
divertirent	0.0
divertirons	0.11
divertiront	0.03
divertis	0.45
divertissaient	0.02
divertissais	0.01
divertissait	0.03
divertissant	0.05
divertissant	0.95
divertissante	0.26
divertissantes	0.04
divertissants	0.19
divertissement	3.67
divertissements	0.55
divertissent	0.14
divertissez	0.17
divertissons	0.0
divertit	0.38
dividende	0.03
dividendes	0.55
divin	10.01
divination	0.54
divinations	0.02
divinatoire	0.0
divinatoires	0.04
divinatrice	0.0
divinatrices	0.0
divine	14.0
divinement	1.14
divines	1.42
divinisaient	0.0
divinisant	0.0
divinise	0.0
divinisez	0.0
divinisé	0.0
divinisée	0.0
divinité	2.31
divinités	0.22
divins	1.12
divisa	0.15
divisaient	0.03
divisais	0.0
divisait	0.17
divisant	0.3
divise	0.0
divise	1.73
divisent	0.7
diviser	2.11
divisera	0.14
diviserais	0.1
diviserait	0.02
divises	0.01
divises	0.2
diviseur	0.01
diviseuse	0.0
divisez	0.3
divisible	0.17
divisibles	0.06
division	11.6
divisionnaire	1.02
divisionnaire	2.25
divisionnaires	0.01
divisionnaires	0.0
divisionnisme	0.0
divisions	0.0
divisions	1.48
divisons	0.1
divisèrent	0.0
divisé	1.85
divisé	0.41
divisée	1.17
divisée	0.11
divisées	0.23
divisées	0.11
divisés	0.84
divisés	0.03
divorce	21.64
divorce	2.18
divorcent	0.67
divorcer	12.03
divorcera	0.32
divorcerai	0.41
divorcerais	0.3
divorcerait	0.07
divorceras	0.02
divorcerez	0.02
divorceriez	0.01
divorcerons	0.0
divorceront	0.1
divorces	1.58
divorces	0.58
divorcez	0.67
divorciez	0.04
divorcions	0.1
divorcèrent	0.02
divorcé	6.04
divorcé	0.91
divorcé	0.89
divorcée	1.58
divorcée	0.42
divorcée	1.01
divorcées	0.04
divorcées	0.14
divorcées	0.05
divorcés	1.5
divorcés	0.16
divorcés	0.42
divorça	0.14
divorçaient	0.04
divorçait	0.12
divorçant	0.04
divorçons	0.48
divulgation	0.33
divulguait	0.0
divulguant	0.0
divulgue	0.27
divulguer	1.06
divulguera	0.04
divulguez	0.09
divulguons	0.05
divulgué	0.71
divulguée	0.08
divulguées	0.06
divulgués	0.11
dix	118.29
dix-cors	0.03
dix-huit	4.44
dix-huitième	0.04
dix-huitième	0.16
dix-neuf	2.11
dix-neuvième	0.15
dix-neuvième	0.01
dix-sept	3.69
dix-septième	0.22
dix-septième	0.04
dixie	1.4
dixieland	0.14
dixit	0.54
dixième	1.73
dixième	1.37
dixièmement	0.02
dixièmes	0.02
dixièmes	0.23
dizain	0.14
dizaine	5.87
dizaines	5.21
dièdre	0.0
dièdres	0.0
dièse	0.25
dièse	0.51
dièses	0.02
dièses	0.0
diète	0.42
diérèses	0.0
diéthylénique	0.01
diététicien	0.03
diététicienne	0.06
diététiciens	0.0
diététique	0.96
diététique	0.12
diététiques	0.07
diététiste	0.01
djebel	0.0
djebels	0.0
djellaba	0.15
djellabas	0.16
djemââ	0.0
djihad	0.43
djihads	0.01
djinn	0.34
djinns	0.02
dm	0.4
dna	0.09
do	16.66
doberman	0.69
dobermans	0.33
doc	4.04
doche	0.0
docile	1.68
docilement	0.07
dociles	0.44
docilité	0.14
dock	0.92
docker	0.39
dockers	0.51
docks	2.18
docte	0.17
docte	0.0
doctement	0.0
doctes	0.01
doctes	0.0
docteur	223.48
docteurs	9.72
doctissime	0.03
doctoral	0.0
doctorale	0.0
doctorat	3.76
doctorats	0.31
doctoresse	0.66
doctrina	0.0
doctrinaire	0.02
doctrinaire	0.0
doctrinaires	0.0
doctrinal	0.0
doctrinale	0.01
doctrinales	0.0
doctrine	1.54
doctrines	0.27
docudrame	0.03
document	9.34
documenta	0.01
documentaire	0.68
documentaire	4.13
documentaires	0.0
documentaires	0.75
documentais	0.01
documentait	0.04
documentaliste	0.27
documentalistes	0.03
documentant	0.05
documentariste	0.03
documentaristes	0.01
documentation	1.43
documentations	0.01
documente	0.23
documentent	0.01
documenter	0.85
documenterai	0.0
documentes	0.0
documents	15.53
documenté	0.22
documenté	0.2
documentée	0.06
documentée	0.15
documentés	0.05
documentés	0.04
dodelinaient	0.0
dodelinais	0.01
dodelinait	0.0
dodelinant	0.01
dodelinant	0.01
dodelinante	0.0
dodelinantes	0.0
dodeline	0.01
dodelinent	0.0
dodeliner	0.0
dodelinèrent	0.0
dodeliné	0.0
dodine	0.0
dodo	7.52
dodos	0.01
dodu	0.34
dodue	0.13
dodues	0.2
dodus	0.23
dodécagone	0.0
dodécaphoniste	0.0
dodécaèdre	0.03
dog-cart	0.04
dogaresse	0.0
dogaresses	0.0
doge	0.41
doges	0.11
dogger	0.14
dogmatique	0.03
dogmatiques	0.14
dogmatisme	0.1
dogme	0.49
dogmes	0.14
dogue	0.14
dogues	0.0
doguin	0.0
doigt	39.83
doigta	0.0
doigtait	0.01
doigter	0.04
doigtier	0.0
doigts	45.86
doigté	0.05
doigté	1.0
dois	894.69
doit	654.84
doit	0.25
doive	5.5
doivent	85.42
doives	1.25
dojo	0.93
dol	0.34
dolby	0.05
dolce	1.53
dolent	0.0
dolente	0.27
dolentes	0.0
dolents	0.0
dolichocéphale	0.1
dolichocéphales	0.0
dolichocéphalie	0.0
doline	0.01
dolique	0.01
dollar	13.89
dollars	120.22
dolman	0.0
dolmans	0.0
dolmen	0.0
dolmens	0.01
dolomies	0.14
dolomite	0.08
dolorisme	0.0
doloriste	0.0
doléance	0.0
doléances	0.46
dom	0.39
domaine	19.21
domaines	2.37
domanial	0.0
domaniale	0.0
domaniaux	0.0
domestication	0.02
domesticité	0.18
domestiqua	0.0
domestiquait	0.0
domestique	2.69
domestique	4.57
domestique	0.11
domestiquement	0.0
domestiquer	0.07
domestiques	2.07
domestiques	5.52
domestiquez	0.0
domestiqué	0.12
domestiquée	0.04
domestiquées	0.01
domestiqués	0.06
domicile	11.6
domiciles	0.09
domiciliaires	0.0
domiciliation	0.0
domicilier	0.0
domicilié	0.24
domicilié	0.52
domiciliée	0.14
domiciliée	0.0
domiciliés	0.0
domiciliés	0.01
domina	0.27
dominaient	0.02
dominais	0.02
dominait	0.42
dominance	0.14
dominant	1.41
dominant	0.09
dominant	0.29
dominante	0.68
dominante	0.02
dominantes	0.04
dominantes	0.0
dominants	0.22
dominants	0.02
dominateur	0.53
dominateur	0.1
dominateurs	0.01
dominateurs	0.0
domination	2.39
dominations	0.04
dominatrice	0.42
dominatrice	0.25
dominatrices	0.01
dominatrices	0.03
domine	4.04
dominent	0.73
dominer	5.07
dominera	0.59
dominerai	0.17
domineraient	0.0
dominerais	0.01
dominerait	0.05
domineras	0.11
domineriez	0.01
dominerions	0.0
dominerons	0.07
domineront	0.16
domines	0.26
dominez	0.11
dominicain	0.05
dominicain	0.23
dominicaine	0.12
dominicaine	0.04
dominicaines	0.03
dominicains	0.01
dominicains	0.28
dominical	0.1
dominicale	0.19
dominicales	0.01
dominicaux	0.01
dominiez	0.02
dominion	0.34
dominions	0.01
dominions	0.0
domino	0.35
dominons	0.05
dominos	0.99
dominât	0.0
dominèrent	0.01
dominé	1.45
dominée	1.23
dominées	0.15
dominés	0.32
dommage	59.43
dommage	25.88
dommageable	0.1
dommageables	0.02
dommages	6.16
dommages-intérêts	0.04
domotique	0.02
dompta	0.0
domptage	0.0
domptai	0.0
domptait	0.0
dompte	0.26
domptent	0.0
dompter	1.0
dompterai	0.0
dompterait	0.0
dompteur	1.11
dompteurs	0.16
dompteuse	0.92
dompteuses	0.0
domptez	0.04
dompté	0.64
dompté	0.03
domptée	0.19
domptée	0.1
domptées	0.0
domptés	0.01
domptés	0.02
don	35.47
dona	0.5
donateur	0.36
donateurs	0.5
donation	1.23
donations	0.66
donatrice	0.04
donc	612.51
dondaine	0.0
dondaines	0.0
dondon	0.2
dondons	0.03
dong	0.97
donjon	2.94
donjons	0.2
donjuanesque	0.0
donjuanisme	0.0
donna	6.28
donnai	0.32
donnaient	2.49
donnais	5.91
donnait	15.97
donnant	1.38
donnant	7.04
donnant-donnant	0.73
donnas	0.04
donnassent	0.0
donne	23.73
donne	401.06
donnent	19.75
donner	0.06
donner	233.3
donnera	24.6
donnerai	30.7
donneraient	1.1
donnerais	11.18
donnerait	6.2
donneras	5.49
donnerez	4.31
donneriez	1.05
donnerions	0.05
donnerons	2.96
donneront	3.68
donnes	1.3
donnes	34.32
donneur	0.53
donneur	4.85
donneurs	0.14
donneurs	0.84
donneuse	0.23
donneuse	0.16
donneuses	0.01
donnez	118.36
donniez	3.04
donnions	0.79
donnons	6.66
donnâmes	0.0
donnât	0.02
donnèrent	0.75
donné	234.66
donné	5.32
donné	1.19
donnée	16.55
donnée	0.62
donnée	0.87
données	3.98
données	0.65
données	20.05
donnés	7.06
donnés	0.2
donnés	0.13
donquichottesque	0.0
donquichottesques	0.0
donquichottisme	0.01
dons	8.31
dont	4.21
dont	219.21
donzelle	0.41
donzelles	0.07
dopage	0.1
dopais	0.01
dopait	0.04
dopamine	1.1
dopant	0.15
dopant	0.01
dopants	0.04
dope	7.47
dope	0.28
doper	0.35
dopes	0.0
dopes	0.05
dopez	0.02
doping	0.01
doppler	0.01
dopé	0.46
dopée	0.05
dopés	0.06
dora	0.0
dorade	0.22
dorades	0.4
dorage	0.0
doraient	0.0
dorais	0.01
dorait	0.0
dorant	0.15
dorcades	0.0
dore	0.3
dorent	0.01
dorer	0.23
dorera	0.0
doreront	0.01
doreurs	0.0
doriennes	0.0
doriens	0.0
dorique	0.01
doriques	0.0
dorlotait	0.01
dorlotant	0.02
dorlote	0.28
dorlotent	0.03
dorloter	0.79
dorloterai	0.01
dorloterons	0.0
dorlotez	0.05
dorloté	0.15
dorlotée	0.18
dorlotées	0.0
dorlotés	0.04
dormaient	1.45
dormais	14.36
dormait	9.72
dormance	0.03
dormant	1.21
dormant	0.21
dormant	3.16
dormante	0.07
dormantes	0.17
dormants	0.18
dormants	0.0
dorme	4.13
dorment	10.48
dormes	2.23
dormeur	0.48
dormeur	0.82
dormeurs	0.11
dormeurs	0.16
dormeuse	0.01
dormeuse	0.23
dormeuses	0.0
dormez	12.35
dormi	41.25
dormiez	2.4
dormions	0.41
dormir	160.77
dormira	4.37
dormirai	3.62
dormiraient	0.17
dormirais	0.87
dormirait	0.35
dormiras	3.39
dormirent	0.14
dormirez	2.22
dormiriez	0.03
dormirions	0.01
dormirons	0.28
dormiront	0.7
dormis	0.47
dormit	0.29
dormitif	0.03
dormition	0.0
dormons	2.38
dormîmes	0.0
dormît	0.0
dors	55.03
dorsal	0.17
dorsale	0.79
dorsale	0.07
dorsales	0.04
dorsaux	0.11
dort	55.05
dortoir	4.83
dortoirs	0.46
dorure	0.07
dorures	0.15
doryphore	0.01
doryphores	0.0
doré	0.9
doré	2.62
dorée	0.46
dorée	2.31
dorée	0.2
dorées	0.08
dorées	0.87
dorées	0.16
dorénavant	7.2
dorés	0.52
dorés	1.53
dos	100.34
dos-d'âne	0.01
dosage	1.67
dosages	0.22
dosaient	0.0
dosais	0.0
dosait	0.0
dosant	0.0
dose	14.23
dose	0.14
dosent	0.0
doser	0.13
doses	4.21
doses	0.17
doseur	0.18
doseurs	0.01
dosimètre	0.03
dossard	0.14
dossards	0.01
dosseret	0.0
dossier	57.2
dossiers	21.71
dossière	0.0
dossières	0.0
dostoïevskiens	0.0
dosé	0.13
dosée	0.01
dosées	0.0
dosés	0.03
dot	4.66
dota	0.0
dotaient	0.0
dotait	0.0
dotant	0.01
dotation	0.12
dote	0.23
doter	0.34
dots	0.07
doté	1.82
doté	0.04
dotée	0.99
dotée	0.15
dotées	0.08
dotées	0.0
dotés	0.61
dotés	0.01
douaire	0.01
douairière	0.05
douairières	0.0
douait	0.0
douane	4.33
douanes	1.79
douanier	0.31
douanier	0.87
douaniers	0.26
douaniers	1.14
douanière	0.01
douanières	0.04
douar	0.0
douars	0.0
doubla	0.2
doublage	0.42
doublages	0.01
doublai	0.0
doublaient	0.01
doublais	0.03
doublait	0.08
doublant	0.06
doublard	0.01
doublards	0.01
double	28.68
double	18.06
double	3.96
double-cliquer	0.01
double-cliqué	0.07
double-croche	0.01
double-décimètre	0.0
double-fond	0.01
double-six	0.14
doubleau	0.0
doubleaux	0.0
doublement	1.36
doublement	0.03
doublent	0.19
doubler	0.18
doubler	4.65
doublera	0.11
doublerai	0.12
doubleraient	0.01
doublerait	0.1
doublerez	0.01
doublerons	0.03
doubles	1.78
doubles	1.27
doubles	0.33
doublet	0.0
doublets	0.0
doublette	0.14
doubleur	0.07
doubleuse	0.01
doubleuses	0.01
doublez	1.02
doubliez	0.02
doublions	0.0
doublon	0.06
doublonner	0.01
doublons	0.09
doublons	0.16
doublure	3.7
doublures	0.14
doublât	0.0
doublèrent	0.0
doublé	3.13
doublé	0.34
doublé	0.71
doublée	0.5
doublée	0.05
doublées	0.04
doublées	0.01
doublés	0.61
doublés	0.14
doublés	0.0
douce	0.01
douce	44.7
douce-amère	0.06
douce-amère	0.0
doucement	103.81
doucereuse	0.04
doucereusement	0.0
doucereuses	0.0
doucereux	0.25
douces	6.77
douces-amères	0.0
doucet	0.02
doucette	0.0
doucette	0.01
doucettement	0.0
douceur	16.02
douceurs	0.85
douceâtre	0.15
douceâtres	0.0
doucha	0.14
douchais	0.09
douchait	0.03
douchant	0.01
douche	32.56
douche	1.29
douchent	0.14
doucher	3.29
douchera	0.01
doucherai	0.0
doucheras	0.02
douches	3.49
douches	0.2
doucheur	0.0
douchez	0.05
douchiez	0.01
douchons	0.02
douché	0.99
douchée	0.19
